,Unnamed: 0,address,Sell Price,Sell Date,Auction,Last Sell Price,Last Sell Date,Rent Amount PW,Rent Date,Land Size SQM,Building Size SQM,Bedrooms,Toilets,Cars,Suburb
226,226,165 Boundary Road," 265,000 ", Dec 2016,0, ,, 270 , Dec 2017, 567 ,,3,1,1,Whittington
227,227,47 Melva Crescent," 307,000 ", Dec 2016,0," 222,000 ", Sep 2006, ,, 658  ,113.0,3,1,2,Whittington
228,228,2 Thatcher Court," 263,500 ", Dec 2016,0," 67,000 ", Nov 1997, ,, 733 ,,4,1,2,Whittington
229,229,4 Thatcher Court," 249,000 ", Dec 2016,0," 230,000 ", Aug 2010, ,, 675 ,,3,1,1,Whittington
230,230,34 Regent Street," 300,000 ", 03 Dec 2016,1, ,, 350 , Jun 2017, 655 ,,4,1,1,Whittington
231,231,1/1 Cernan Court," 205,000 ", Dec 2016,0," 172,000 ", May 2011, ,, 250 ,,2,1,1,Whittington
232,232,142 & 142a Wilsons Road," 305,000 ", Nov 2016,0, ,, ,, ,,0,0,0,Whittington
233,233,3 Galaxy Court," 287,000 ", Nov 2016,0," 235,000 ", Oct 2013, ,, 670  ,99.0,4,1,4,Whittington
234,234,3/6 Casaceli Court," 160,000 ", Nov 2016,0," 142,000 ", Aug 2015, ,, 121 ,,0,0,0,Whittington
235,235,1/6 Yale Court," 240,000 ", Nov 2016,0," 151,000 ", Oct 1989, ,, 153 ,,0,0,0,Whittington
236,236,10 Oxford Street," 290,000 ", Nov 2016,0," 79,000 ", Mar 1987, ,, 655 ,,3,1,2,Whittington
237,237,53 Oxford Street," 240,000 ", Nov 2016,0," 207,750 ", Nov 2005, ,, 380 ,,3,1,1,Whittington
238,238,59 Regent Street," 325,000 ", Nov 2016,0, ,, ,, 866 ,,3,1,0,Whittington
239,239,3/206-208 Wilsons Road," 166,000 ", Nov 2016,0," 160,000 ", Sep 2008, ,, 62 ,,0,0,0,Whittington
240,240,3/206 Wilsons Road," 166,000 ", Nov 2016,0," 135,000 ", Sep 2008, ,, 62 ,,0,0,0,Whittington
241,241,1/220-222 Wilsons Road," 175,000 ", Oct 2016,0," 107,250 ", Jul 2007, ,, 62 ,,0,0,0,Whittington
242,242,43 Chapel Street," 295,000 ", Oct 2016,0," 220,000 ", Jul 2009, ,, 540  ,151.0,3,1,2,Whittington
243,243,6/224-226 Wilsons Road," 195,000 ", Oct 2016,0," 184,000 ", Feb 2015, ,, 125 ,,0,0,0,Whittington
244,244,6/224 Wilsons road," 195,000 ", Oct 2016,0," 184,000 ", Jan 2015, ,," 1,525 ",,0,0,0,Whittington
245,245,6/117-121 Solar Drive," 180,000 ", Oct 2016,0," 147,000 ", Oct 2010, ,, 107 ,,2,1,1,Whittington
246,246,6/117 Solar Drive," 180,000 ", Oct 2016,0," 147,000 ", Oct 2010, ,, 107 ,,0,0,0,Whittington
247,247,4 Orbit Drive," 292,000 ", Sep 2016,0," 214,000 ", Jun 2006, ,, 742 ,,3,1,5,Whittington
248,248,5 Sylvia Court," 395,000 ", Aug 2016,0, ,, ,, 874 ,,4,2,2,Whittington
249,249,24 Chapel Street," 318,000 ", Aug 2016,0," 286,330 ", Jul 2012, ,, 510 ,,3,1,4,Whittington
250,250,183 Wilsons Road," 346,000 ", Aug 2016,0," 310,000 ", Jun 2013, ,, 690  ,156.0,4,2,1,Whittington
251,251,13A Townsend Road," 280,000 ", Aug 2016,0," 210,500 ", Oct 2007, ,, 355 ,,3,1,1,Whittington
252,252,6/206 Wilsons Road," 205,000 ", Aug 2016,0," 160,000 ", Sep 2008, ,, 122 ,,0,0,0,Whittington
253,253,6/144 Wilsons Road," 143,000 ", Aug 2016,0, ,, 210 , Aug 2018," 1,017 ",,0,0,0,Whittington
254,254,6/206-208 Wilsons Road," 205,000 ", Aug 2016,0," 112,000 ", Apr 2008, ,, 122 ,,0,0,0,Whittington
255,255,1 & 2/6 Yale Court," 245,000 ", Aug 2016,0, ,, ,, 152 ,,0,0,0,Whittington
256,256,8 Regent Street," 600,000 ", Aug 2016,0," 149,000 ", May 2001, ,," 1,409 ",,3,1,0,Whittington
257,257,10 Regent Street," 600,000 ", Jul 2016,0," 150,000 ", Jul 2003, ,," 1,405 ",,3,1,1,Whittington
258,258,6/144-152 Wilsons Road," 143,000 ", Jul 2016,0, ,, 100 , Apr 2007," 1,017 ",,0,0,0,Whittington
259,259,14 Regent Street," 375,000 ", Jul 2016,0," 230,000 ", Feb 2004, ,, 581 ,,4,2,4,Whittington
260,260,45 Thompson Street," 300,000 ", Jun 2016,0," 178,000 ", Dec 2002, ,, 645  ,122.0,3,1,1,Whittington
261,261,19 Townsend Road," 255,000 ", Jun 2016,0," 143,000 ", Nov 2009, ,, 774 ,,3,1,4,Whittington
262,262,8/18 Regent Street," 149,500 ", Jun 2016,0, ,, 220 , Jun 2019, 45 ,,0,0,0,Whittington
263,263,1 & 8/18 Regent Street," 149,500 ", Jun 2016,0, ,, ,, ,,0,0,0,Whittington
264,264,48 Regent Street," 261,000 ", Jun 2016,0, ,, ,, 627 ,,4,1,1,Whittington
265,265,8 Conrad Court," 260,000 ", Jun 2016,0," 206,500 ", May 2008, ,, 582  ,126.0,3,2,2,Whittington
266,266,2/18 REGENT Street," 151,500 ", Jun 2016,0, ,, 230 , Oct 2019, 42 ,,0,0,0,Whittington
267,267,51 Regent Street," 320,000 ", May 2016,0, ,, ,, 206 ,,3,1,1,Whittington
268,268,22 Thompson Street," 280,000 ", May 2016,0," 105,000 ", Oct 1992, ,, 798  ,130.0,3,1,1,Whittington
269,269,1/232-234 Wilsons Road," 174,000 ", May 2016,0, ,, 190 , Sep 2011, 82 ,,0,0,0,Whittington
270,270,1/18 Regent Street," 151,500 ", May 2016,0, ,, 195 , Oct 2018, 45 ,,0,0,0,Whittington
271,271,2/110 Coppards Road," 236,000 ", May 2016,0," 225,000 ", Jan 2013, ,, 310 ,,2,1,1,Whittington
272,272,17/5 OXFORD Street," 329,500 ", May 2016,0, ,, 320 , Apr 2019," 2,112 ",,0,0,0,Whittington
273,273,6/20 Regent Street," 227,000 ", May 2016,0," 175,000 ", Feb 2011, ,," 1,370  ",63.0,0,0,0,Whittington
274,274,54 Oxford Street," 277,500 ", May 2016,0, ,, ,, 638  ,116.0,3,1,1,Whittington
275,275,5/18 Regent Street," 151,500 ", May 2016,0," 80,000 ", Dec 2005, ,, 64 ,,0,0,0,Whittington
276,276,9 Sputnik Court," 230,000 ", May 2016,0," 220,000 ", Dec 2009, ,, 590  ,103.0,3,1,1,Whittington
277,277,2/37 Thompson Street," 100,000 ", May 2016,0, ,, 200 , Apr 2008, 316 ,,0,0,0,Whittington
278,278,1/37 Thompson Street," 100,000 ", May 2016,0, ,, 140 , Apr 2007, 229 ,,0,0,0,Whittington
279,279,7/18 Regent Street," 149,500 ", May 2016,0, ,, 185 , Jul 2013, 45 ,,0,0,0,Whittington
280,280,9/18 Regent Street," 151,500 ", Apr 2016,0, ,, 180 , Aug 2011, 44 ,,0,0,0,Whittington
281,281,3/18 Regent Street," 146,250 ", Apr 2016,0, ,, 190 , Jan 2016, 44 ,,0,0,0,Whittington
282,282,6/18 Regent Street," 149,500 ", Apr 2016,0," 80,000 ", Dec 2005, ,, 56 ,,0,0,0,Whittington
283,283,4/18 Regent Street," 144,250 ", Apr 2016,0, ,, 115 , Jun 2007, 43 ,,0,0,0,Whittington
284,284,4 Atlas Court," 250,000 ", Apr 2016,0," 236,000 ", Jun 2010, ,, 558  ,106.0,3,1,2,Whittington
285,285,37 Truscott Street," 295,001 ", Apr 2016,0, ,, 300 , Oct 2018, 690  ,108.0,3,1,2,Whittington
286,286,3 Redstone Court," 245,000 ", Apr 2016,0," 242,000 ", Sep 2010, ,, 563 ,,3,1,4,Whittington
287,287,2/4 Koala Court," 261,500 ", Apr 2016,0," 209,000 ", Mar 2009, ,, 181  ,103.0,0,0,0,Whittington
288,288,5 Telstar Court," 215,000 ", Apr 2016,0," 202,000 ", Jun 2010, ,, 557 ,,3,1,2,Whittington
289,289,2 Conrad Court," 260,000 ", Apr 2016,0," 195,000 ", Mar 2015, ,, 623  ,120.0,3,1,4,Whittington
290,290,155 Wilsons Road," 278,000 ", 29 Mar 2016,1," 270,000 ", Jun 2011, ,, 598  ,118.0,3,1,2,Whittington
291,291,11 Gemini Court," 252,500 ", Mar 2016,0," 118,000 ", Jan 2002, ,, 564 ,,3,1,2,Whittington
292,292,3 Raaf Street," 310,000 ", Feb 2016,0, ,, ,, 262 ,,3,2,1,Whittington
293,293,2/18 Katarina Place," 213,000 ", Feb 2016,0, ,, 250 , Mar 2016, 207 ,,2,1,1,Whittington
294,294,162 Coppards Road," 345,000 ", Feb 2016,0," 94,500 ", Feb 1996, ,," 1,248 ",,3,1,3,Whittington
295,295,20 Titan Street," 219,000 ", Feb 2016,0," 64,000 ", Jun 1989, ,, 575 ,,3,1,2,Whittington
296,296,18 Gemini Court," 272,000 ", Jan 2016,0," 235,000 ", Apr 2012, ,, 626 ,,3,1,2,Whittington
297,297,20/5 OXFORD Street," 329,500 ", Jan 2016,0, ,, ,," 2,112 ",,0,0,0,Whittington
298,298,4 Universe Court," 246,000 ", Jan 2016,0," 216,000 ", May 2010, ,, 865  ,102.0,3,1,2,Whittington
299,299,18/5 OXFORD Street," 329,500 ", Jan 2016,0, ,, ,," 2,112 ",,0,0,0,Whittington
0,0,8 Robertson Street," 435,500 ", Aug 2020,0," 285,000 ", Mar 2011, 330 , Jan 2019,650,0.0,3,1,2,thomson
1,1,2/5 Barling Court," 390,000 ", Aug 2020,0, ,, ,,201,0.0,0,0,0,thomson
2,2,1 Olney Avenue," 420,000 ", Jul 2020,0, ,, 335 , Nov 2018,644,0.0,3,1,1,thomson
3,3,37 Winstanley Road," 438,000 ", May 2020,0," 110,000 ", Oct 1991, ,,539,0.0,3,0,0,thomson
4,4,12 Tamlyn Street," 366,500 ", May 2020,0," 225,000 ", Dec 2008, 315 , Dec 2018,186,0.0,2,1,1,thomson
5,5,10 Olney Avenue," 370,000 ", Apr 2020,0," 180,000 ", Dec 2004, 240 , Mar 2010,543,0.0,3,1,1,thomson
6,6,148 Boundary Road," 395,000 ", 18 Mar 2020,1," 300,000 ", Feb 2000, 285 , May 2017,613,0.0,3,1,1,thomson
7,7,2/25 Helmer Crescent," 400,000 ", Mar 2020,0," 308,000 ", Feb 2016, 310 , Sep 2015,294,0.0,2,1,1,thomson
8,8,141 St Albans Road," 535,000 ", Mar 2020,0, ,, ,,539,0.0,3,1,1,thomson
9,9,2 Callander Street," 413,000 ", 29 Feb 2020,1," 235,000 ", Sep 2011, 340 , Jun 2020,605,0.0,3,1,2,thomson
10,10,8 Robertson Street," 435,500 ", Aug 2020,0," 285,000 ", Mar 2011, 330 , Jan 2019,650,0.0,3,1,2,thomson
11,11,2/5 Barling Court," 390,000 ", Aug 2020,0, ,, ,,201,0.0,0,0,0,thomson
12,12,1 Olney Avenue," 420,000 ", Jul 2020,0, ,, 335 , Nov 2018,644,0.0,3,1,1,thomson
13,13,37 Winstanley Road," 438,000 ", May 2020,0," 110,000 ", Oct 1991, ,,539,0.0,3,0,0,thomson
14,14,12 Tamlyn Street," 366,500 ", May 2020,0," 225,000 ", Dec 2008, 315 , Dec 2018,186,0.0,2,1,1,thomson
15,15,10 Olney Avenue," 370,000 ", Apr 2020,0," 180,000 ", Dec 2004, 240 , Mar 2010,543,0.0,3,1,1,thomson
16,16,148 Boundary Road," 395,000 ", 18 Mar 2020,1," 300,000 ", Feb 2000, 285 , May 2017,613,0.0,3,1,1,thomson
17,17,2/25 Helmer Crescent," 400,000 ", Mar 2020,0," 308,000 ", Feb 2016, 310 , Sep 2015,294,0.0,2,1,1,thomson
18,18,141 St Albans Road," 535,000 ", Mar 2020,0, ,, ,,539,0.0,3,1,1,thomson
19,19,2 Callander Street," 413,000 ", 29 Feb 2020,1," 235,000 ", Sep 2011, 340 , Jun 2020,605,0.0,3,1,2,thomson
20,20,8 Robertson Street," 435,500 ", Aug 2020,0," 285,000 ", Mar 2011, 330 , Jan 2019,650,0.0,3,1,2,thomson
21,21,2/5 Barling Court," 390,000 ", Aug 2020,0, ,, ,,201,0.0,0,0,0,thomson
22,22,1 Olney Avenue," 420,000 ", Jul 2020,0, ,, 335 , Nov 2018,644,0.0,3,1,1,thomson
23,23,37 Winstanley Road," 438,000 ", May 2020,0," 110,000 ", Oct 1991, ,,539,0.0,3,0,0,thomson
24,24,12 Tamlyn Street," 366,500 ", May 2020,0," 225,000 ", Dec 2008, 315 , Dec 2018,186,0.0,2,1,1,thomson
25,25,10 Olney Avenue," 370,000 ", Apr 2020,0," 180,000 ", Dec 2004, 240 , Mar 2010,543,0.0,3,1,1,thomson
26,26,148 Boundary Road," 395,000 ", 18 Mar 2020,1," 300,000 ", Feb 2000, 285 , May 2017,613,0.0,3,1,1,thomson
27,27,2/25 Helmer Crescent," 400,000 ", Mar 2020,0," 308,000 ", Feb 2016, 310 , Sep 2015,294,0.0,2,1,1,thomson
28,28,141 St Albans Road," 535,000 ", Mar 2020,0, ,, ,,539,0.0,3,1,1,thomson
29,29,2 Callander Street," 413,000 ", 29 Feb 2020,1," 235,000 ", Sep 2011, 340 , Jun 2020,605,0.0,3,1,2,thomson
30,30,8 Robertson Street," 435,500 ", Aug 2020,0," 285,000 ", Mar 2011, 330 , Jan 2019,650,0.0,3,1,2,thomson
31,31,2/5 Barling Court," 390,000 ", Aug 2020,0, ,, ,,201,0.0,0,0,0,thomson
32,32,1 Olney Avenue," 420,000 ", Jul 2020,0, ,, 335 , Nov 2018,644,0.0,3,1,1,thomson
33,33,37 Winstanley Road," 438,000 ", May 2020,0," 110,000 ", Oct 1991, ,,539,0.0,3,0,0,thomson
34,34,12 Tamlyn Street," 366,500 ", May 2020,0," 225,000 ", Dec 2008, 315 , Dec 2018,186,0.0,2,1,1,thomson
35,35,10 Olney Avenue," 370,000 ", Apr 2020,0," 180,000 ", Dec 2004, 240 , Mar 2010,543,0.0,3,1,1,thomson
36,36,148 Boundary Road," 395,000 ", 18 Mar 2020,1," 300,000 ", Feb 2000, 285 , May 2017,613,0.0,3,1,1,thomson
37,37,2/25 Helmer Crescent," 400,000 ", Mar 2020,0," 308,000 ", Feb 2016, 310 , Sep 2015,294,0.0,2,1,1,thomson
38,38,141 St Albans Road," 535,000 ", Mar 2020,0, ,, ,,539,0.0,3,1,1,thomson
39,39,2 Callander Street," 413,000 ", 29 Feb 2020,1," 235,000 ", Sep 2011, 340 , Jun 2020,605,0.0,3,1,2,thomson
40,40,8 Robertson Street," 435,500 ", Aug 2020,0," 285,000 ", Mar 2011, 330 , Jan 2019,650,0.0,3,1,2,thomson
41,41,2/5 Barling Court," 390,000 ", Aug 2020,0, ,, ,,201,0.0,0,0,0,thomson
42,42,1 Olney Avenue," 420,000 ", Jul 2020,0, ,, 335 , Nov 2018,644,0.0,3,1,1,thomson
43,43,37 Winstanley Road," 438,000 ", May 2020,0," 110,000 ", Oct 1991, ,,539,0.0,3,0,0,thomson
44,44,12 Tamlyn Street," 366,500 ", May 2020,0," 225,000 ", Dec 2008, 315 , Dec 2018,186,0.0,2,1,1,thomson
45,45,10 Olney Avenue," 370,000 ", Apr 2020,0," 180,000 ", Dec 2004, 240 , Mar 2010,543,0.0,3,1,1,thomson
46,46,148 Boundary Road," 395,000 ", 18 Mar 2020,1," 300,000 ", Feb 2000, 285 , May 2017,613,0.0,3,1,1,thomson
47,47,2/25 Helmer Crescent," 400,000 ", Mar 2020,0," 308,000 ", Feb 2016, 310 , Sep 2015,294,0.0,2,1,1,thomson
48,48,141 St Albans Road," 535,000 ", Mar 2020,0, ,, ,,539,0.0,3,1,1,thomson
49,49,2 Callander Street," 413,000 ", 29 Feb 2020,1," 235,000 ", Sep 2011, 340 , Jun 2020,605,0.0,3,1,2,thomson
50,50,8 Robertson Street," 435,500 ", Aug 2020,0," 285,000 ", Mar 2011, 330 , Jan 2019,650,0.0,3,1,2,thomson
51,51,2/5 Barling Court," 390,000 ", Aug 2020,0, ,, ,,201,0.0,0,0,0,thomson
52,52,1 Olney Avenue," 420,000 ", Jul 2020,0, ,, 335 , Nov 2018,644,0.0,3,1,1,thomson
53,53,37 Winstanley Road," 438,000 ", May 2020,0," 110,000 ", Oct 1991, ,,539,0.0,3,0,0,thomson
54,54,12 Tamlyn Street," 366,500 ", May 2020,0," 225,000 ", Dec 2008, 315 , Dec 2018,186,0.0,2,1,1,thomson
55,55,10 Olney Avenue," 370,000 ", Apr 2020,0," 180,000 ", Dec 2004, 240 , Mar 2010,543,0.0,3,1,1,thomson
56,56,148 Boundary Road," 395,000 ", 18 Mar 2020,1," 300,000 ", Feb 2000, 285 , May 2017,613,0.0,3,1,1,thomson
57,57,2/25 Helmer Crescent," 400,000 ", Mar 2020,0," 308,000 ", Feb 2016, 310 , Sep 2015,294,0.0,2,1,1,thomson
58,58,141 St Albans Road," 535,000 ", Mar 2020,0, ,, ,,539,0.0,3,1,1,thomson
59,59,2 Callander Street," 413,000 ", 29 Feb 2020,1," 235,000 ", Sep 2011, 340 , Jun 2020,605,0.0,3,1,2,thomson
60,60,8 Robertson Street," 435,500 ", Aug 2020,0," 285,000 ", Mar 2011, 330 , Jan 2019,650,0.0,3,1,2,thomson
61,61,2/5 Barling Court," 390,000 ", Aug 2020,0, ,, ,,201,0.0,0,0,0,thomson
62,62,1 Olney Avenue," 420,000 ", Jul 2020,0, ,, 335 , Nov 2018,644,0.0,3,1,1,thomson
63,63,37 Winstanley Road," 438,000 ", May 2020,0," 110,000 ", Oct 1991, ,,539,0.0,3,0,0,thomson
64,64,12 Tamlyn Street," 366,500 ", May 2020,0," 225,000 ", Dec 2008, 315 , Dec 2018,186,0.0,2,1,1,thomson
65,65,10 Olney Avenue," 370,000 ", Apr 2020,0," 180,000 ", Dec 2004, 240 , Mar 2010,543,0.0,3,1,1,thomson
66,66,148 Boundary Road," 395,000 ", 18 Mar 2020,1," 300,000 ", Feb 2000, 285 , May 2017,613,0.0,3,1,1,thomson
67,67,2/25 Helmer Crescent," 400,000 ", Mar 2020,0," 308,000 ", Feb 2016, 310 , Sep 2015,294,0.0,2,1,1,thomson
68,68,141 St Albans Road," 535,000 ", Mar 2020,0, ,, ,,539,0.0,3,1,1,thomson
69,69,2 Callander Street," 413,000 ", 29 Feb 2020,1," 235,000 ", Sep 2011, 340 , Jun 2020,605,0.0,3,1,2,thomson
70,70,8 Robertson Street," 435,500 ", Aug 2020,0," 285,000 ", Mar 2011, 330 , Jan 2019,650,0.0,3,1,2,thomson
71,71,2/5 Barling Court," 390,000 ", Aug 2020,0, ,, ,,201,0.0,0,0,0,thomson
72,72,1 Olney Avenue," 420,000 ", Jul 2020,0, ,, 335 , Nov 2018,644,0.0,3,1,1,thomson
73,73,37 Winstanley Road," 438,000 ", May 2020,0," 110,000 ", Oct 1991, ,,539,0.0,3,0,0,thomson
74,74,12 Tamlyn Street," 366,500 ", May 2020,0," 225,000 ", Dec 2008, 315 , Dec 2018,186,0.0,2,1,1,thomson
75,75,10 Olney Avenue," 370,000 ", Apr 2020,0," 180,000 ", Dec 2004, 240 , Mar 2010,543,0.0,3,1,1,thomson
76,76,148 Boundary Road," 395,000 ", 18 Mar 2020,1," 300,000 ", Feb 2000, 285 , May 2017,613,0.0,3,1,1,thomson
77,77,2/25 Helmer Crescent," 400,000 ", Mar 2020,0," 308,000 ", Feb 2016, 310 , Sep 2015,294,0.0,2,1,1,thomson
78,78,141 St Albans Road," 535,000 ", Mar 2020,0, ,, ,,539,0.0,3,1,1,thomson
79,79,2 Callander Street," 413,000 ", 29 Feb 2020,1," 235,000 ", Sep 2011, 340 , Jun 2020,605,0.0,3,1,2,thomson
80,80,8 Robertson Street," 435,500 ", Aug 2020,0," 285,000 ", Mar 2011, 330 , Jan 2019,650,0.0,3,1,2,thomson
81,81,2/5 Barling Court," 390,000 ", Aug 2020,0, ,, ,,201,0.0,0,0,0,thomson
82,82,1 Olney Avenue," 420,000 ", Jul 2020,0, ,, 335 , Nov 2018,644,0.0,3,1,1,thomson
83,83,37 Winstanley Road," 438,000 ", May 2020,0," 110,000 ", Oct 1991, ,,539,0.0,3,0,0,thomson
84,84,12 Tamlyn Street," 366,500 ", May 2020,0," 225,000 ", Dec 2008, 315 , Dec 2018,186,0.0,2,1,1,thomson
85,85,10 Olney Avenue," 370,000 ", Apr 2020,0," 180,000 ", Dec 2004, 240 , Mar 2010,543,0.0,3,1,1,thomson
86,86,148 Boundary Road," 395,000 ", 18 Mar 2020,1," 300,000 ", Feb 2000, 285 , May 2017,613,0.0,3,1,1,thomson
87,87,2/25 Helmer Crescent," 400,000 ", Mar 2020,0," 308,000 ", Feb 2016, 310 , Sep 2015,294,0.0,2,1,1,thomson
88,88,141 St Albans Road," 535,000 ", Mar 2020,0, ,, ,,539,0.0,3,1,1,thomson
89,89,2 Callander Street," 413,000 ", 29 Feb 2020,1," 235,000 ", Sep 2011, 340 , Jun 2020,605,0.0,3,1,2,thomson
90,90,8 Robertson Street," 435,500 ", Aug 2020,0," 285,000 ", Mar 2011, 330 , Jan 2019,650,0.0,3,1,2,thomson
91,91,2/5 Barling Court," 390,000 ", Aug 2020,0, ,, ,,201,0.0,0,0,0,thomson
92,92,1 Olney Avenue," 420,000 ", Jul 2020,0, ,, 335 , Nov 2018,644,0.0,3,1,1,thomson
93,93,37 Winstanley Road," 438,000 ", May 2020,0," 110,000 ", Oct 1991, ,,539,0.0,3,0,0,thomson
94,94,12 Tamlyn Street," 366,500 ", May 2020,0," 225,000 ", Dec 2008, 315 , Dec 2018,186,0.0,2,1,1,thomson
95,95,10 Olney Avenue," 370,000 ", Apr 2020,0," 180,000 ", Dec 2004, 240 , Mar 2010,543,0.0,3,1,1,thomson
96,96,148 Boundary Road," 395,000 ", 18 Mar 2020,1," 300,000 ", Feb 2000, 285 , May 2017,613,0.0,3,1,1,thomson
97,97,2/25 Helmer Crescent," 400,000 ", Mar 2020,0," 308,000 ", Feb 2016, 310 , Sep 2015,294,0.0,2,1,1,thomson
98,98,141 St Albans Road," 535,000 ", Mar 2020,0, ,, ,,539,0.0,3,1,1,thomson
99,99,2 Callander Street," 413,000 ", 29 Feb 2020,1," 235,000 ", Sep 2011, 340 , Jun 2020,605,0.0,3,1,2,thomson
100,100,8 Robertson Street," 435,500 ", Aug 2020,0," 285,000 ", Mar 2011, 330 , Jan 2019,650,0.0,3,1,2,thomson
101,101,2/5 Barling Court," 390,000 ", Aug 2020,0, ,, ,,201,0.0,0,0,0,thomson
102,102,1 Olney Avenue," 420,000 ", Jul 2020,0, ,, 335 , Nov 2018,644,0.0,3,1,1,thomson
103,103,37 Winstanley Road," 438,000 ", May 2020,0," 110,000 ", Oct 1991, ,,539,0.0,3,0,0,thomson
104,104,12 Tamlyn Street," 366,500 ", May 2020,0," 225,000 ", Dec 2008, 315 , Dec 2018,186,0.0,2,1,1,thomson
105,105,10 Olney Avenue," 370,000 ", Apr 2020,0," 180,000 ", Dec 2004, 240 , Mar 2010,543,0.0,3,1,1,thomson
106,106,148 Boundary Road," 395,000 ", 18 Mar 2020,1," 300,000 ", Feb 2000, 285 , May 2017,613,0.0,3,1,1,thomson
107,107,2/25 Helmer Crescent," 400,000 ", Mar 2020,0," 308,000 ", Feb 2016, 310 , Sep 2015,294,0.0,2,1,1,thomson
108,108,141 St Albans Road," 535,000 ", Mar 2020,0, ,, ,,539,0.0,3,1,1,thomson
109,109,2 Callander Street," 413,000 ", 29 Feb 2020,1," 235,000 ", Sep 2011, 340 , Jun 2020,605,0.0,3,1,2,thomson
110,110,8 Robertson Street," 435,500 ", Aug 2020,0," 285,000 ", Mar 2011, 330 , Jan 2019,650,0.0,3,1,2,thomson
111,111,2/5 Barling Court," 390,000 ", Aug 2020,0, ,, ,,201,0.0,0,0,0,thomson
112,112,1 Olney Avenue," 420,000 ", Jul 2020,0, ,, 335 , Nov 2018,644,0.0,3,1,1,thomson
113,113,37 Winstanley Road," 438,000 ", May 2020,0," 110,000 ", Oct 1991, ,,539,0.0,3,0,0,thomson
114,114,12 Tamlyn Street," 366,500 ", May 2020,0," 225,000 ", Dec 2008, 315 , Dec 2018,186,0.0,2,1,1,thomson
115,115,10 Olney Avenue," 370,000 ", Apr 2020,0," 180,000 ", Dec 2004, 240 , Mar 2010,543,0.0,3,1,1,thomson
116,116,148 Boundary Road," 395,000 ", 18 Mar 2020,1," 300,000 ", Feb 2000, 285 , May 2017,613,0.0,3,1,1,thomson
117,117,2/25 Helmer Crescent," 400,000 ", Mar 2020,0," 308,000 ", Feb 2016, 310 , Sep 2015,294,0.0,2,1,1,thomson
118,118,141 St Albans Road," 535,000 ", Mar 2020,0, ,, ,,539,0.0,3,1,1,thomson
119,119,2 Callander Street," 413,000 ", 29 Feb 2020,1," 235,000 ", Sep 2011, 340 , Jun 2020,605,0.0,3,1,2,thomson
120,120,8 Robertson Street," 435,500 ", Aug 2020,0," 285,000 ", Mar 2011, 330 , Jan 2019,650,0.0,3,1,2,thomson
121,121,2/5 Barling Court," 390,000 ", Aug 2020,0, ,, ,,201,0.0,0,0,0,thomson
122,122,1 Olney Avenue," 420,000 ", Jul 2020,0, ,, 335 , Nov 2018,644,0.0,3,1,1,thomson
123,123,37 Winstanley Road," 438,000 ", May 2020,0," 110,000 ", Oct 1991, ,,539,0.0,3,0,0,thomson
124,124,12 Tamlyn Street," 366,500 ", May 2020,0," 225,000 ", Dec 2008, 315 , Dec 2018,186,0.0,2,1,1,thomson
125,125,10 Olney Avenue," 370,000 ", Apr 2020,0," 180,000 ", Dec 2004, 240 , Mar 2010,543,0.0,3,1,1,thomson
126,126,148 Boundary Road," 395,000 ", 18 Mar 2020,1," 300,000 ", Feb 2000, 285 , May 2017,613,0.0,3,1,1,thomson
127,127,2/25 Helmer Crescent," 400,000 ", Mar 2020,0," 308,000 ", Feb 2016, 310 , Sep 2015,294,0.0,2,1,1,thomson
128,128,141 St Albans Road," 535,000 ", Mar 2020,0, ,, ,,539,0.0,3,1,1,thomson
129,129,2 Callander Street," 413,000 ", 29 Feb 2020,1," 235,000 ", Sep 2011, 340 , Jun 2020,605,0.0,3,1,2,thomson
130,130,8 Robertson Street," 435,500 ", Aug 2020,0," 285,000 ", Mar 2011, 330 , Jan 2019,650,0.0,3,1,2,thomson
131,131,2/5 Barling Court," 390,000 ", Aug 2020,0, ,, ,,201,0.0,0,0,0,thomson
132,132,1 Olney Avenue," 420,000 ", Jul 2020,0, ,, 335 , Nov 2018,644,0.0,3,1,1,thomson
133,133,37 Winstanley Road," 438,000 ", May 2020,0," 110,000 ", Oct 1991, ,,539,0.0,3,0,0,thomson
134,134,12 Tamlyn Street," 366,500 ", May 2020,0," 225,000 ", Dec 2008, 315 , Dec 2018,186,0.0,2,1,1,thomson
135,135,10 Olney Avenue," 370,000 ", Apr 2020,0," 180,000 ", Dec 2004, 240 , Mar 2010,543,0.0,3,1,1,thomson
136,136,148 Boundary Road," 395,000 ", 18 Mar 2020,1," 300,000 ", Feb 2000, 285 , May 2017,613,0.0,3,1,1,thomson
137,137,2/25 Helmer Crescent," 400,000 ", Mar 2020,0," 308,000 ", Feb 2016, 310 , Sep 2015,294,0.0,2,1,1,thomson
138,138,141 St Albans Road," 535,000 ", Mar 2020,0, ,, ,,539,0.0,3,1,1,thomson
139,139,2 Callander Street," 413,000 ", 29 Feb 2020,1," 235,000 ", Sep 2011, 340 , Jun 2020,605,0.0,3,1,2,thomson
140,140,8 Robertson Street," 435,500 ", Aug 2020,0," 285,000 ", Mar 2011, 330 , Jan 2019,650,0.0,3,1,2,thomson
141,141,2/5 Barling Court," 390,000 ", Aug 2020,0, ,, ,,201,0.0,0,0,0,thomson
