,address,Sell Price,Sell Date,Auction,Last Sell Price,Last Sell Date,Rent Amount PW,Rent Date,Land Size SQM,Building Size SQM,Bedrooms,Toilets,Cars,Suburb,Unnamed: 0
282,39A St Albans Road," 575,000 ", 11 Feb 2017,1," 400,000 ", May 2013, ,, 372  ,150.0,3,1,2,East Geelong,282.0
283,29 Loch Street," 570,000 ", Feb 2017,0," 380,000 ", Jan 2007, ,, 419 ,,3,1,3,East Geelong,283.0
284,1/35 Richmond Street," 355,000 ", Feb 2017,0," 139,000 ", May 1997, ,, 240 ,,2,1,1,East Geelong,284.0
285,2 Mcneill Avenue," 285,000 ", Feb 2017,0," 64,000 ", Dec 1998, ,, 362 ,,3,1,2,East Geelong,285.0
286,281 Myers Street," 810,000 ", Jan 2017,0," 489,000 ", Apr 2004, ,, 424  ,164.0,4,2,2,East Geelong,286.0
287,200 McKillop Street," 325,000 ", Jan 2017,0, ,, 440 , Oct 2019, 466 ,,3,1,1,East Geelong,287.0
288,4/233 McKillop Street," 300,000 ", Jan 2017,0, ,, ,, 94 ,,0,0,0,East Geelong,288.0
289,3/10 Carrington Street," 287,000 ", Jan 2017,0," 96,500 ", Dec 1989, ,, ,,0,0,0,East Geelong,289.0
290,4 Thorne Street," 897,000 ", Dec 2016,0," 365,000 ", Mar 2013, ,, 357 ,,4,4,2,East Geelong,290.0
291,1/16 Ormond Road," 300,000 ", Dec 2016,0," 170,000 ", Oct 2004, ,, 121 ,,0,0,0,East Geelong,291.0
292,31 Darling Street," 550,000 ", Dec 2016,0," 395,000 ", Apr 2012, ,, 431  ,129.0,3,1,1,East Geelong,292.0
293,10 Bendle Court," 390,000 ", Dec 2016,0, ,, 300 , Jun 2017, ,,2,1,0,East Geelong,293.0
294,10 Bendle Street," 390,000 ", Dec 2016,0, ,, 300 , Jun 2017, 793 ,,2,1,1,East Geelong,294.0
295,6 Davey Street," 342,000 ", 13 Dec 2016,1," 310,000 ", Nov 2011, ,, 270  ,83.0,2,1,2,East Geelong,295.0
296,44 Mundy Street," 415,000 ", Dec 2016,0, ,, ,, ,,0,0,0,East Geelong,296.0
297,33 Richmond Street," 865,000 ", Dec 2016,0," 525,000 ", Jun 2011, ,, 13  ,187.0,4,2,2,East Geelong,297.0
298,44 Meakin Street," 580,000 ", 03 Dec 2016,1," 380,000 ", Mar 2007, ,, 562  ,150.0,3,2,2,East Geelong,298.0
299,21 Anderson Street," 720,000 ", 03 Dec 2016,1," 86,000 ", Aug 1992, ,, 666 ,,4,2,4,East Geelong,299.0
0,28 Sladen Street," 497,000 ", Aug 2020,0," 113,500 ", Jan 2001, ,, 635  ,120.0,3,1,2,Hamlyn Heights,0.0
1,20B Marlo Street," 535,000 ", Aug 2020,0, ,, ,, 300 ,,2,2,2,Hamlyn Heights,1.0
2,43 Hamlyn Avenue," 540,000 ", Aug 2020,0," 515,000 ", Nov 2018, ,, 362  ,113.0,3,1,0,Hamlyn Heights,2.0
3,120 Sladen Street," 577,500 ", Aug 2020,0," 414,000 ", Aug 2015, ,, 602  ,120.0,3,1,1,Hamlyn Heights,3.0
4,26 Highview Parade," 525,000 ", Aug 2020,0," 125,000 ", Apr 2008, ,, 636 ,,3,1,2,Hamlyn Heights,4.0
5,2/64 Sladen Street," 482,000 ", Aug 2020,0," 469,000 ", Sep 2018, ,, 357  ,130.0,0,0,0,Hamlyn Heights,5.0
6,1 Heather Street," 454,000 ", 24 Jul 2020,1," 88,000 ", Mar 2000, ,, 581 ,,3,1,1,Hamlyn Heights,6.0
7,4 Sladen Street," 480,000 ", Jul 2020,0," 244,000 ", Sep 2009, ,, 635 ,,3,1,1,Hamlyn Heights,7.0
8,12b Logan Street," 798,000 ", Jul 2020,0, ,, ,, ,,3,2,2,Hamlyn Heights,8.0
9,272 Church Street," 502,500 ", Jul 2020,0, ,, ,, 705 ,,0,0,0,Hamlyn Heights,9.0
10,14 Griffen Street," 883,000 ", Jul 2020,0," 340,000 ", Aug 2014, ,, 767  ,81.0,1,1,2,Hamlyn Heights,10.0
11,24 Griffen Street," 565,000 ", Jul 2020,0, ,, ,, 766 ,,0,0,0,Hamlyn Heights,11.0
12,26 Waymouth Street," 480,000 ", Jul 2020,0, ,, ,, 669 ,,0,0,0,Hamlyn Heights,12.0
13,2/45 Sladen Street," 505,000 ", Jul 2020,0," 358,000 ", Mar 2015, ,, 182 ,,3,2,2,Hamlyn Heights,13.0
14,8 Lantana Avenue," 800,000 ", Jul 2020,0, ,, ,," 1,223 ",,0,0,0,Hamlyn Heights,14.0
15,14 Fairlie Street," 409,000 ", Jul 2020,0," 185,000 ", Dec 2005, ,, 378 ,,2,1,1,Hamlyn Heights,15.0
16,9 Little Avenue," 685,000 ", Jun 2020,0," 319,000 ", Oct 2011, ,, 561 ,,3,1,2,Hamlyn Heights,16.0
17,1/9 Quamby Avenue," 432,000 ", Jun 2020,0, ,, ,, ,,2,1,1,Hamlyn Heights,17.0
18,3 Glenfine Avenue," 485,000 ", Jun 2020,0," 352,500 ", Oct 2017, ,, 224  ,95.0,2,1,1,Hamlyn Heights,18.0
19,15 Langibanool Avenue," 579,000 ", Jun 2020,0," 330,000 ", Feb 2011, ,, 731  ,18.0,4,1,4,Hamlyn Heights,19.0
20,134 Church Street," 745,000 ", Jun 2020,0, ,, ,, 650 ,,4,3,2,Hamlyn Heights,20.0
21,31 Vines Road," 576,000 ", 13 Jun 2020,1," 325,500 ", Jan 2014, ,, 680  ,106.0,3,1,2,Hamlyn Heights,21.0
22,1/4 Arthur Street," 737,000 ", Jun 2020,0, ,, ,, 643 ,,0,0,0,Hamlyn Heights,22.0
23,23 Mackie Close," 510,000 ", Jun 2020,0," 281,000 ", Oct 2008, ,, 346 ,,0,0,0,Hamlyn Heights,23.0
24,1/39 Tahara Street," 480,000 ", Jun 2020,0, ,, ,, 340 ,,3,1,2,Hamlyn Heights,24.0
25,3 Clova Avenue," 725,000 ", May 2020,0," 400,000 ", Oct 2005, ,, 700  ,224.0,4,2,2,Hamlyn Heights,25.0
26,37a Willana Avenue," 545,000 ", May 2020,0, ,, ,, 275 ,,3,2,2,Hamlyn Heights,26.0
27,24B Heather Street," 666,000 ", 02 May 2020,1, ,, ,, 459 ,,0,0,0,Hamlyn Heights,27.0
28,6 Kirriemuir Street," 700,000 ", Apr 2020,0, ,, ,, 701 ,,4,0,0,Hamlyn Heights,28.0
29,7 Forfar Road," 465,000 ", Apr 2020,0, ,, ,, 701 ,,0,0,0,Hamlyn Heights,29.0
30,3/110 Vines Road," 421,000 ", Apr 2020,0, ,, ,, 159 ,,0,0,0,Hamlyn Heights,30.0
31,4 Montgomery Avenue," 503,000 ", Apr 2020,0," 416,000 ", Mar 2017, ,, 598 ,,2,1,1,Hamlyn Heights,31.0
32,1/18 June Avenue," 421,000 ", Apr 2020,0, ,, 360 , Apr 2020, 360 ,,3,1,2,Hamlyn Heights,32.0
33,17 Sycamore Street," 440,000 ", Apr 2020,0, ,, 350 , Jul 2020, 623 ,,3,1,2,Hamlyn Heights,33.0
34,4 Waymouth Street," 540,000 ", Mar 2020,0, ,, ,, 701 ,,0,0,0,Hamlyn Heights,34.0
35,7 Nalangil Avenue," 550,000 ", Mar 2020,0," 60,000 ", Feb 1979, ,, 553 ,,4,3,3,Hamlyn Heights,35.0
36,45 Tahara Street," 711,000 ", 21 Mar 2020,1," 76,500 ", Feb 2000, ,, 674  ,165.0,4,2,2,Hamlyn Heights,36.0
37,1 Sycamore Street," 560,000 ", Mar 2020,0," 500,000 ", Apr 2018, ,, 305 ,,3,2,2,Hamlyn Heights,37.0
38,24 Glenfine Avenue," 744,000 ", 14 Mar 2020,1," 490,000 ", Sep 2016, ,, 817  ,178.0,3,1,1,Hamlyn Heights,38.0
39,2/16 Glenfine Avenue," 480,000 ", Mar 2020,0, ,, ,, ,,0,0,0,Hamlyn Heights,39.0
40,24 Gladstone Street," 556,000 ", 29 Feb 2020,1, ,, ,, 690 ,,0,0,0,Hamlyn Heights,40.0
41,18-19 Mackie Close," 870,000 ", Feb 2020,0, ,, ,, 808 ,,0,0,0,Hamlyn Heights,41.0
42,2/87 Tahara Street," 428,000 ", 29 Feb 2020,1," 316,000 ", Dec 2017, ,, 241 ,,0,0,0,Hamlyn Heights,42.0
43,26 Rowe Street," 670,000 ", 29 Feb 2020,1," 400,000 ", Sep 2009, ,, 634 ,,3,2,2,Hamlyn Heights,43.0
44,27 Highview Parade," 624,000 ", Feb 2020,0," 261,000 ", May 2009, ,, 635  ,137.0,3,2,2,Hamlyn Heights,44.0
45,13 Belcher Street," 562,000 ", Feb 2020,0, ,, ,, 764 ,,5,2,1,Hamlyn Heights,45.0
46,19 Mackie Close," 870,000 ", Feb 2020,0, ,, ,, ,,5,2,7,Hamlyn Heights,46.0
47,26 Toyne Avenue," 596,000 ", 22 Feb 2020,1, ,, ,, 728 ,,0,0,0,Hamlyn Heights,47.0
48,2/160 Church Street," 415,000 ", Feb 2020,0," 272,000 ", Nov 2012, ,, 156 ,,0,0,0,Hamlyn Heights,48.0
49,160 Ballarat Road," 570,000 ", Feb 2020,0," 107,000 ", Sep 1988, ,, 725 ,,0,0,0,Hamlyn Heights,49.0
50,6 Robb Avenue," 520,000 ", Feb 2020,0," 347,500 ", Jun 2012, ,, 650  ,117.0,3,1,1,Hamlyn Heights,50.0
51,5 Chaucer Street," 757,500 ", Feb 2020,0," 271,000 ", Aug 2014, ,, 587 ,,2,1,5,Hamlyn Heights,51.0
52,11 Sheridan Street," 567,500 ", 08 Feb 2020,1, ,, ,, 811 ,,0,0,0,Hamlyn Heights,52.0
53,60 Vines Road," 610,000 ", 08 Feb 2020,1," 225,000 ", Jun 2014, ,, 685  ,103.0,3,1,1,Hamlyn Heights,53.0
54,33 Glengate Street," 420,000 ", Jan 2020,0," 327,000 ", Nov 2009, ,, 152 ,,2,1,2,Hamlyn Heights,54.0
55,3 Quamby Avenue," 460,000 ", Jan 2020,0," 123,000 ", Jun 2002, ,, 664  ,110.0,2,1,2,Hamlyn Heights,55.0
56,37 Sycamore Street," 525,000 ", Jan 2020,0," 480,000 ", Mar 2018, ,, 624 ,,3,1,1,Hamlyn Heights,56.0
57,7-9 Hillbank Close," 760,000 ", Jan 2020,0," 660,000 ", Jan 2015, ,," 1,048 ",,3,2,2,Hamlyn Heights,57.0
58,2a Belcher Street," 495,000 ", Jan 2020,0, ,, 350 , Oct 2015, 230 ,,2,1,1,Hamlyn Heights,58.0
59,2/7 Thrums Court," 475,000 ", Dec 2019,0, ,, ,, 337 ,,2,2,1,Hamlyn Heights,59.0
60,14 Lantana Avenue," 250,222 ", Dec 2019,0," 168,000 ", Dec 2015, ,, 193 ,,0,0,0,Hamlyn Heights,60.0
61,41 Sycamore Street," 470,000 ", Dec 2019,0," 249,000 ", Dec 2002, ,, 335 ,,0,0,0,Hamlyn Heights,61.0
62,10 Ebden Street," 475,000 ", Dec 2019,0," 410,000 ", Dec 2017, ,, 551 ,,3,1,1,Hamlyn Heights,62.0
63,6/1 Kinnordy Court," 230,000 ", Dec 2019,0," 142,000 ", Apr 2008, ,, 108  ,46.0,1,1,2,Hamlyn Heights,63.0
64,15 Arthur Street," 535,000 ", 07 Dec 2019,1, ,, ,, 674 ,,0,0,0,Hamlyn Heights,64.0
65,29 June Avenue," 564,000 ", 07 Dec 2019,1," 193,000 ", Feb 2009, ,, 462  ,146.0,3,1,1,Hamlyn Heights,65.0
66,130 Ballarat Road," 420,000 ", Dec 2019,0," 225,000 ", Nov 2013, ,, 549 ,,2,1,1,Hamlyn Heights,66.0
67,170 Ballarat Road," 600,000 ", Nov 2019,0," 345,000 ", Aug 2013, ,, 664 ,,3,1,2,Hamlyn Heights,67.0
68,8 Glenview Place," 760,000 ", Nov 2019,0," 280,000 ", May 2012, ,, 424  ,282.0,0,0,0,Hamlyn Heights,68.0
69,12 Kendall Close," 505,000 ", Nov 2019,0," 239,000 ", Sep 2007, ,, 399 ,,3,1,0,Hamlyn Heights,69.0
70,1 Shannon Avenue," 505,000 ", Nov 2019,0," 290,000 ", Aug 2010, ,, 423  ,140.0,3,1,2,Hamlyn Heights,70.0
71,21 Stoddart Street," 550,500 ", 16 Nov 2019,1, ,, ,, 794 ,,3,1,3,Hamlyn Heights,71.0
72,14 Calvert Street," 700,000 ", 16 Nov 2019,1," 315,002 ", Feb 2000, ,, 809 ,,5,1,0,Hamlyn Heights,72.0
73,25A June Avenue," 535,000 ", 09 Nov 2019,1, ,, ,, 323 ,,3,2,2,Hamlyn Heights,73.0
74,7/38-40 Pride Avenue," 280,000 ", Nov 2019,0, ,, ,," 1,905 ",,0,0,0,Hamlyn Heights,74.0
75,40 Drysdale Avenue," 580,000 ", Nov 2019,0," 395,000 ", May 2011, ,, 623  ,120.0,3,1,2,Hamlyn Heights,75.0
76,17 MacArthur Avenue," 520,000 ", Oct 2019,0," 300,000 ", Apr 2014, ,, 650  ,151.0,3,1,5,Hamlyn Heights,76.0
77,3 Robb Avenue," 420,000 ", 26 Oct 2019,1, ,, ,, 651 ,,3,1,5,Hamlyn Heights,77.0
78,1/48 Vines Road," 518,000 ", Oct 2019,0, ,, 395 , Dec 2018, 349 ,,3,2,4,Hamlyn Heights,78.0
79,3 Shannon Avenue," 631,000 ", 26 Oct 2019,1," 355,000 ", May 2009, ,, 676 ,,4,1,5,Hamlyn Heights,79.0
80,16 Little Avenue," 515,000 ", 19 Oct 2019,1, ,, ,, 548 ,,0,0,0,Hamlyn Heights,80.0
81,2/21 Toyne Avenue," 523,500 ", Oct 2019,0, ,, 450 , Nov 2019, 234 ,,0,0,0,Hamlyn Heights,81.0
82,17 Vines Road," 502,000 ", Oct 2019,0," 457,000 ", Apr 2018, ,, 661 ,,2,1,3,Hamlyn Heights,82.0
83,3/13 Griffen Street," 560,000 ", Oct 2019,0," 370,000 ", May 2009, ,, 232 ,,3,2,2,Hamlyn Heights,83.0
84,7/38 Pride Avenue," 280,000 ", Oct 2019,0," 239,000 ", Jul 2010, ,," 1,905 ",,0,0,0,Hamlyn Heights,84.0
85,82 Sladen Street," 586,500 ", Oct 2019,0, ,, ,, 746 ,,3,1,2,Hamlyn Heights,85.0
86,121 Vines Road," 495,000 ", Oct 2019,0," 490,000 ", Nov 2017, ,, 246  ,108.0,3,1,1,Hamlyn Heights,86.0
87,13C Bayview Parade," 465,000 ", Oct 2019,0," 420,000 ", Apr 2014, ,, 860 ,,3,2,1,Hamlyn Heights,87.0
88,2 Chisholm Court," 650,000 ", Sep 2019,0, ,, ,, 785 ,,4,2,2,Hamlyn Heights,88.0
89,19 Sheridan Street," 525,000 ", Sep 2019,0," 110,000 ", Jul 1994, ,, 764 ,,4,1,3,Hamlyn Heights,89.0
90,2/28 Willana Avenue," 527,500 ", Sep 2019,0, ,, 400 , Oct 2017, 199 ,,3,2,2,Hamlyn Heights,90.0
91,302 Church Street," 505,000 ", Sep 2019,0," 265,000 ", Oct 2007, ,, 731 ,,3,2,2,Hamlyn Heights,91.0
92,31 Parkland Drive," 765,000 ", Sep 2019,0," 53,500 ", Jan 1998, ,, 782  ,235.0,4,2,2,Hamlyn Heights,92.0
93,14 Sladen Street," 570,000 ", 24 Aug 2019,1," 229,000 ", Apr 2008, ,, 636  ,95.0,3,1,2,Hamlyn Heights,93.0
94,4/168 Church Street," 371,000 ", Aug 2019,0," 175,000 ", Feb 2000, ,, 107 ,,0,0,0,Hamlyn Heights,94.0
95,1/25 Willana Avenue," 475,000 ", Aug 2019,0," 307,000 ", May 2011, ,, 289 ,,3,1,2,Hamlyn Heights,95.0
96,3/112 Vines Road," 420,000 ", Aug 2019,0, ,, 360 , Aug 2018, 163 ,,0,0,0,Hamlyn Heights,96.0
97,74 Ballarat Road," 467,500 ", Aug 2019,0," 285,000 ", Jan 2014, ,, 632 ,,3,1,2,Hamlyn Heights,97.0
98,4 Taliska Avenue," 560,000 ", Aug 2019,0, ,, 440 , Sep 2019, 382 ,,3,2,2,Hamlyn Heights,98.0
99,37 Drysdale Avenue," 660,000 ", 10 Aug 2019,1," 325,000 ", Jun 2012, ,, 613  ,144.0,1,1,2,Hamlyn Heights,99.0
100,7/3 Kinnordy Court," 210,000 ", Aug 2019,0," 157,500 ", Aug 2015, ,, 578 ,,0,0,0,Hamlyn Heights,100.0
101,2/12 Sheridan Street," 415,000 ", Aug 2019,0," 345,000 ", Apr 2017, ,, 219  ,106.0,2,1,1,Hamlyn Heights,101.0
102,2/42 Glenfine Avenue," 535,000 ", Aug 2019,0, ,, ,, 201 ,,3,2,2,Hamlyn Heights,102.0
103,7 Lily Street," 600,000 ", 26 Jul 2019,1," 550,000 ", Feb 2018, ,, 608 ,,2,1,3,Hamlyn Heights,103.0
104,294 Church Street," 436,000 ", Jul 2019,0," 70,000 ", Jan 1995, ,, 422 ,,3,1,2,Hamlyn Heights,104.0
105,310 Church Street," 550,000 ", Jul 2019,0," 320,000 ", Apr 2014, ,, 731  ,161.0,4,1,2,Hamlyn Heights,105.0
106,21 Glengate Street," 635,000 ", Jul 2019,0," 380,000 ", Feb 2016, ,, 361 ,,4,2,2,Hamlyn Heights,106.0
107,27 Calvert Street," 460,000 ", 20 Jul 2019,1, ,, ,, 790 ,,2,1,1,Hamlyn Heights,107.0
108,4/34 Weeroona Avenue," 407,000 ", Jul 2019,0," 363,000 ", Jul 2011, ,, 221 ,,0,0,0,Hamlyn Heights,108.0
109,2/29 Waiora Avenue," 525,000 ", Jul 2019,0, ,, 420 , May 2019, 305 ,,3,2,3,Hamlyn Heights,109.0
110,24a Pride Avenue," 520,000 ", Jul 2019,0, ,, ,, 284 ,,3,2,3,Hamlyn Heights,110.0
111,10 Rowe Street," 605,000 ", Jul 2019,0," 370,000 ", Jun 2013, ,, 639  ,175.0,3,2,2,Hamlyn Heights,111.0
112,1 Edgecombe Street," 642,000 ", 29 Jun 2019,1," 158,000 ", Sep 1999, ,, 249 ,,4,2,2,Hamlyn Heights,112.0
113,7 Montgomery Avenue," 525,000 ", Jun 2019,0," 327,000 ", Oct 2013, ,, 643 ,,3,1,2,Hamlyn Heights,113.0
114,51 Hamlyn Avenue," 495,000 ", Jun 2019,0, ,, ,, 611 ,,3,1,2,Hamlyn Heights,114.0
115,25 Bayview Parade," 580,000 ", Jun 2019,0," 375,000 ", Jan 2016, ,, 674 ,,3,1,2,Hamlyn Heights,115.0
116,75 Calvert Street," 457,000 ", 15 Jun 2019,1," 306,000 ", Oct 2015, ,, 552  ,118.0,3,1,4,Hamlyn Heights,116.0
117,5 Downie Crescent," 495,000 ", Jun 2019,0," 242,000 ", Feb 2009, ,, 697 ,,3,2,2,Hamlyn Heights,117.0
118,7 Moulamein Court," 538,000 ", Jun 2019,0," 395,000 ", Jun 2013, ,, 681  ,165.0,2,2,5,Hamlyn Heights,118.0
119,107 Sladen Street," 450,000 ", Jun 2019,0, ,, 350 , Jun 2019, 587 ,,3,1,1,Hamlyn Heights,119.0
120,136a Vines Road," 515,000 ", Jun 2019,0," 392,500 ", Mar 2014, ,, 347  ,138.0,3,2,1,Hamlyn Heights,120.0
121,16 Willana Avenue," 485,000 ", Jun 2019,0," 310,000 ", Sep 2012, ,, 650  ,107.0,3,1,2,Hamlyn Heights,121.0
122,17 Gladstone Street," 600,000 ", Jun 2019,0," 325,000 ", Oct 2007, ,, 715  ,181.0,3,2,1,Hamlyn Heights,122.0
123,334 Church Street," 950,000 ", May 2019,0, ,, ,," 1,493 ",,3,1,2,Hamlyn Heights,123.0
124,38 Quamby Avenue," 486,200 ", May 2019,0," 300,000 ", Oct 2007, ,, 312  ,150.0,3,2,2,Hamlyn Heights,124.0
125,11 Edgecombe Street," 600,000 ", 25 May 2019,1," 388,000 ", Aug 2014, ,, 664  ,139.0,3,1,4,Hamlyn Heights,125.0
126,15 Highview Parade," 440,000 ", May 2019,0," 280,000 ", Jul 2012, ,, 635  ,101.0,3,1,1,Hamlyn Heights,126.0
127,9 Sheridan Street," 450,000 ", 18 May 2019,1, ,, ,, 811 ,,2,1,1,Hamlyn Heights,127.0
128,18 Sladen Street," 450,000 ", May 2019,0," 347,200 ", Feb 2016, ,, 635 ,,5,2,2,Hamlyn Heights,128.0
129,25 Wilks Street," 675,000 ", May 2019,0," 51,000 ", May 1994, ,, 690 ,,4,3,2,Hamlyn Heights,129.0
130,1/12 Sheridan Street," 490,000 ", May 2019,0," 359,900 ", Mar 2011, ,, 365 ,,3,2,2,Hamlyn Heights,130.0
131,32 Highview Parade," 600,000 ", May 2019,0," 270,000 ", Nov 2008, ,, 636 ,,4,2,2,Hamlyn Heights,131.0
132,2/38-40 Pride Avenue," 230,000 ", May 2019,0," 161,000 ", Feb 2013, ,, 100  ,75.0,0,0,0,Hamlyn Heights,132.0
133,124 Church Street," 950,000 ", Apr 2019,0," 327,000 ", Apr 2015, ,, 465 ,,3,2,3,Hamlyn Heights,133.0
134,2/1 Marathon Avenue," 445,000 ", Apr 2019,0," 315,000 ", Apr 2010, ,, 353 ,,2,1,1,Hamlyn Heights,134.0
135,1/176 Church Street," 465,000 ", Apr 2019,0," 328,000 ", May 2017, ,, 354 ,,2,1,1,Hamlyn Heights,135.0
136,22 Heather Street," 510,000 ", Apr 2019,0," 417,000 ", Jul 2017, ,, 595 ,,2,1,1,Hamlyn Heights,136.0
137,1 Little Avenue," 585,000 ", Apr 2019,0," 227,002 ", Jan 2007, ,, 668 ,,3,1,2,Hamlyn Heights,137.0
138,2/14 Belcher Street," 485,000 ", Apr 2019,0, ,, ,, 195 ,,3,2,2,Hamlyn Heights,138.0
139,1/32 Marlo Street," 415,000 ", Mar 2019,0," 355,000 ", Nov 2017, ,, 188 ,,0,0,0,Hamlyn Heights,139.0
140,312 Church Street," 570,000 ", Mar 2019,0," 340,000 ", Mar 2017, ,, 503 ,,3,1,1,Hamlyn Heights,140.0
141,23 June Avenue," 600,000 ", 09 Mar 2019,1," 290,000 ", Dec 2009, ,, 750 ,,3,1,2,Hamlyn Heights,141.0
142,26 Heather Street," 540,000 ", Mar 2019,0," 280,000 ", Mar 2009, ,, 642  ,96.0,3,1,2,Hamlyn Heights,142.0
143,3 Little Avenue," 573,000 ", 02 Mar 2019,1," 370,000 ", Mar 2012, ,, 668 ,,3,1,2,Hamlyn Heights,143.0
144,1 Moulamein Court," 530,000 ", Mar 2019,0," 300,000 ", Sep 2008, ,, 587 ,,4,2,4,Hamlyn Heights,144.0
145,10 Weeroona Avenue," 620,000 ", 23 Feb 2019,1," 70,500 ", Jan 1994, ,, 731 ,,4,2,1,Hamlyn Heights,145.0
146,9 Belcher Street," 497,500 ", Feb 2019,0," 89,000 ", Aug 1991, ,, 764  ,96.0,3,1,7,Hamlyn Heights,146.0
147,2/5 Mary Street," 625,000 ", Feb 2019,0," 452,500 ", May 2012, ,, 233 ,,3,2,2,Hamlyn Heights,147.0
148,35 Tahara Street," 570,000 ", 20 Feb 2019,1, ,, ,, 700 ,,4,2,4,Hamlyn Heights,148.0
149,4 Woorayl Street," 673,000 ", 09 Feb 2019,1," 60,500 ", Jun 1987, ,, 843 ,,2,1,1,Hamlyn Heights,149.0
150,16 Acacia Street," 515,000 ", Feb 2019,0, ,, ,, 707 ,,3,1,2,Hamlyn Heights,150.0
151,4/41 Sladen Street," 292,000 ", Feb 2019,0," 212,000 ", Feb 2011, ,, 273  ,70.0,0,0,0,Hamlyn Heights,151.0
152,1 Macarthur Avenue," 500,000 ", Jan 2019,0," 80,000 ", May 1989, ,, 659 ,,3,1,3,Hamlyn Heights,152.0
153,5 Heather Street," 445,000 ", Jan 2019,0," 92,000 ", Feb 2000, ,, 650 ,,1,1,1,Hamlyn Heights,153.0
154,1/34 Glenfine Avenue," 488,000 ", Jan 2019,0," 420,000 ", Jan 2012, ,, 358 ,,3,2,2,Hamlyn Heights,154.0
155,20 Strathire Gardens," 535,000 ", Jan 2019,0, ,, ,, 610 ,,4,2,5,Hamlyn Heights,155.0
156,15 Gladstone Street," 640,000 ", Jan 2019,0, ,, ,," 1,177 ",,3,1,3,Hamlyn Heights,156.0
157,26 Parkland Drive," 449,000 ", Jan 2019,0," 136,000 ", Feb 2000, ,, 360 ,,2,1,2,Hamlyn Heights,157.0
158,27 Beulah Street," 530,000 ", Jan 2019,0," 365,000 ", Feb 2012, ,, 707 ,,3,1,2,Hamlyn Heights,158.0
159,3 Sheridan Street," 900,000 ", Jan 2019,0," 386,000 ", Mar 2013, ,," 1,008  ",138.0,4,2,2,Hamlyn Heights,159.0
160,2/34 Glenfine Avenue," 477,500 ", Dec 2018,0," 420,000 ", Apr 2011, ,, 337  ,147.0,3,2,2,Hamlyn Heights,160.0
161,12 Ballarat Road," 437,500 ", Dec 2018,0," 85,000 ", Jan 2000, ,, 511  ,118.0,2,1,2,Hamlyn Heights,161.0
162,20 Logan Street," 660,000 ", Dec 2018,0, ,, ,," 1,012 ",,3,1,2,Hamlyn Heights,162.0
163,1/156 Church Street," 500,000 ", Dec 2018,0," 340,000 ", Feb 2008, ,, 366 ,,0,0,0,Hamlyn Heights,163.0
164,98 Ballarat Road," 370,000 ", Dec 2018,0, ,, ,, 811 ,,3,1,1,Hamlyn Heights,164.0
165,2/6 Calvert Street," 530,000 ", Dec 2018,0, ,, 360 , Oct 2014, 434 ,,3,2,1,Hamlyn Heights,165.0
166,256 Church Street," 565,000 ", 08 Dec 2018,1," 276,000 ", May 2009, ,, 809  ,168.0,2,1,1,Hamlyn Heights,166.0
167,47 Hamlyn Avenue," 556,250 ", Dec 2018,0," 280,000 ", Aug 2012, ,, 610  ,128.0,3,1,1,Hamlyn Heights,167.0
168,15 Marathon Avenue," 530,000 ", Dec 2018,0," 165,000 ", Sep 2001, ,, 634 ,,4,2,2,Hamlyn Heights,168.0
169,65 Lily Street," 420,000 ", Dec 2018,0," 160,000 ", Oct 2001, ,, 248 ,,2,1,1,Hamlyn Heights,169.0
170,6 Woorayl Street," 380,000 ", Nov 2018,0," 317,500 ", Apr 2010, ,, 235  ,90.0,2,1,1,Hamlyn Heights,170.0
171,1 Kalimna Street," 810,000 ", Nov 2018,0, ,, ,," 1,172 ",,3,1,2,Hamlyn Heights,171.0
172,1A Weeroona Avenue," 515,000 ", Nov 2018,0, ,, ,, 333 ,,3,2,1,Hamlyn Heights,172.0
173,7 Kendall Close," 423,000 ", 24 Nov 2018,1," 210,000 ", Aug 2002, ,, 271 ,,2,1,1,Hamlyn Heights,173.0
174,2a Dunmow Crescent," 408,000 ", Nov 2018,0," 275,000 ", Apr 2014, ,, 320  ,86.0,2,1,1,Hamlyn Heights,174.0
175,1/2 Glengate Street," 405,000 ", Nov 2018,0," 265,000 ", Aug 2006, ,, 239 ,,0,0,0,Hamlyn Heights,175.0
176,2 Little Avenue," 520,000 ", 22 Nov 2018,1," 160,000 ", Dec 2013, ,, 553  ,100.0,3,1,2,Hamlyn Heights,176.0
177,1/2 Glengate Strete," 405,000 ", Nov 2018,0, ,, ,, ,,0,0,0,Hamlyn Heights,177.0
178,6 Macarthur Avenue," 565,000 ", 17 Nov 2018,1," 345,100 ", Oct 2010, ,, 588 ,,3,1,2,Hamlyn Heights,178.0
179,3/34 Logan Street," 415,000 ", Nov 2018,0, ,, 315 , May 2014, 240 ,,0,0,0,Hamlyn Heights,179.0
180,2 Marathon Avenue," 565,000 ", 14 Nov 2018,1," 268,000 ", Feb 2004, ,, 591  ,147.0,3,1,2,Hamlyn Heights,180.0
181,18 MacArthur Avenue," 557,000 ", 10 Nov 2018,1, ,, ,, 624 ,,3,1,2,Hamlyn Heights,181.0
182,40 Beulah Street," 535,000 ", Nov 2018,0, ,, ,, 609 ,,3,1,1,Hamlyn Heights,182.0
183,7 Weeroona Avenue," 560,000 ", Nov 2018,0, ,, ,, 730 ,,3,1,2,Hamlyn Heights,183.0
