,address,Sell Price,Sell Date,Auction,Last Sell Price,Last Sell Date,Rent Amount PW,Rent Date,Land Size SQM,Building Size SQM,Bedrooms,Toilets,Cars,Suburb,Suburb_Code,Train Station,Bus Station,Hospitals,Schools,Restaurants,Shopping Center,Park,Sub_Lat,Sub_Long
10442,12 Portarlington Road,570000.0,2019-02-11,0,,,,,776.0,0.0,3,2,1,Newcomb,20,0,6,5,3,12,1,1,-38.1648,144.391255
10443,114 Portarlington Road,435000.0,2020-04-01,0,,,,,534.0,0.0,3,2,2,Newcomb,20,0,6,5,3,12,1,1,-38.1648,144.391255
10444,118 Portarlington Road,380000.0,2019-03-01,0,,,,,535.0,0.0,3,1,0,Newcomb,20,0,6,5,3,12,1,1,-38.1648,144.391255
10445,130 Portarlington Road,340000.0,2019-11-18,0,,,,,564.0,0.0,3,1,1,Newcomb,20,0,6,5,3,12,1,1,-38.1648,144.391255
10446,4 Ruth Court,428000.0,2019-10-11,0,,,,,727.0,14.0,3,1,3,Newcomb,20,0,6,5,3,12,1,1,-38.1648,144.391255
10447,3 Saturn Street,355000.0,2020-05-05,0,,,,,556.0,0.0,3,1,2,Newcomb,20,0,6,5,3,12,1,1,-38.1648,144.391255
10448,27 Veronica Avenue,405000.0,2019-04-27,0,,,,,535.0,0.0,3,1,4,Newcomb,20,0,6,5,3,12,1,1,-38.1648,144.391255
10449,11 Watsons Road,525000.0,2019-09-24,0,,,,,604.0,0.0,3,1,2,Newcomb,20,0,6,5,3,12,1,1,-38.1648,144.391255
10450,23 Watsons Road,402000.0,2019-10-24,0,,,,,652.0,0.0,3,1,1,Newcomb,20,0,6,5,3,12,1,1,-38.1648,144.391255
10451,26 Watsons Road,412000.0,2019-06-21,0,,,,,593.0,0.0,3,1,1,Newcomb,20,0,6,5,3,12,1,1,-38.1648,144.391255
10452,34 Watsons Road,450000.0,2019-09-11,0,,,,,593.0,0.0,3,1,2,Newcomb,20,0,6,5,3,12,1,1,-38.1648,144.391255
10453,43 Watsons Road,485000.0,2019-05-14,0,,,,,628.0,0.0,3,1,2,Newcomb,20,0,6,5,3,12,1,1,-38.1648,144.391255
10454,55 Watsons Road,415000.0,2019-08-18,0,,,,,628.0,0.0,3,1,2,Newcomb,20,0,6,5,3,12,1,1,-38.1648,144.391255
10455,57 Watsons Road,318000.0,2019-04-24,0,,,,,627.0,0.0,3,1,1,Newcomb,20,0,6,5,3,12,1,1,-38.1648,144.391255
10456,18 Wilsons Road,430000.0,2020-03-19,0,,,,,664.0,0.0,3,1,2,Newcomb,20,0,6,5,3,12,1,1,-38.1648,144.391255
10457,26 Wilsons Road,382000.0,2019-10-01,0,,,,,660.0,0.0,3,1,1,Newcomb,20,0,6,5,3,12,1,1,-38.1648,144.391255
10458,132B Wilsons Road,357500.0,2019-07-24,0,,,,,384.0,0.0,2,1,1,Newcomb,20,0,6,5,3,12,1,1,-38.1648,144.391255
10459,139 Wilsons Road,370000.0,2019-02-11,0,,,,,743.0,0.0,3,1,2,Newcomb,20,0,6,5,3,12,1,1,-38.1648,144.391255
10460,26 Wilton Avenue,390000.0,2019-12-05,0,,,,,655.0,0.0,3,1,2,Newcomb,20,0,6,5,3,12,1,1,-38.1648,144.391255
10461,30 Wilton Avenue,600000.0,2019-06-22,0,,,,,655.0,0.0,4,2,2,Newcomb,20,0,6,5,3,12,1,1,-38.1648,144.391255
10462,39 Wilton Avenue,420000.0,2020-06-04,0,,,,,396.0,109.0,3,1,1,Newcomb,20,0,6,5,3,12,1,1,-38.1648,144.391255
10463,41 Wilton Avenue,476000.0,2020-03-28,0,,,,,657.0,0.0,3,1,1,Newcomb,20,0,6,5,3,12,1,1,-38.1648,144.391255
10464,62 Wilton Avenue,500000.0,2020-03-21,0,,,,,655.0,0.0,2,1,1,Newcomb,20,0,6,5,3,12,1,1,-38.1648,144.391255
10465,63 Wilton Avenue,430000.0,2019-08-06,0,,,,,659.0,0.0,4,2,2,Newcomb,20,0,6,5,3,12,1,1,-38.1648,144.391255
10466,12 Wirth Court,422000.0,2019-08-06,0,,,,,573.0,0.0,3,1,1,Newcomb,20,0,6,5,3,12,1,1,-38.1648,144.391255
10467,82 Rose Avenue,251500.0,2020-09-01,0,146000.0,2008-11-01,,,660.0,89.0,3,1,3,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10468,36 Peacock Avenue,319000.0,2020-08-01,0,,,,,609.0,,0,0,0,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10469,12 Peacock Avenue,547000.0,2020-08-01,0,296000.0,2009-09-01,,,592.0,,4,2,4,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10470,18 Gull Street,435000.0,2020-08-01,0,230000.0,2011-06-01,,,557.0,131.0,4,2,3,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10471,119 Cox Road,265000.0,2020-08-01,0,190000.0,2014-10-01,,,616.0,,3,1,1,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10472,7 Dove Street,475000.0,2020-08-01,0,,,,,558.0,,4,2,2,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10473,126 Princes Highway,470000.0,2020-08-01,0,,,,,930.0,,0,0,0,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10474,13 Cortina Close,390000.0,2020-08-01,0,225000.0,2012-12-01,,,538.0,95.0,3,1,1,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10475,11 Bellbird Avenue,290000.0,2020-08-01,0,152000.0,2009-06-01,,,557.0,,3,1,1,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10476,9 Bingara Avenue,376000.0,2020-08-01,0,251200.0,2012-11-01,,,628.0,145.0,3,2,2,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10477,22 Moran Place,395000.0,2020-08-01,0,210250.0,2007-08-01,,,575.0,,3,1,1,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10478,2/33 Camellia Crescent,345000.0,2020-08-01,0,,,260.0,2016-08-01,179.0,,2,2,1,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10479,3 Taroonga Court,370000.0,2020-08-01,0,205000.0,2015-01-01,,,753.0,,3,1,1,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10480,145 Sparks Road,373500.0,2020-08-01,0,119000.0,2007-07-01,,,650.0,,3,1,1,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10481,32 Brooks Street,395000.0,2020-08-01,0,227000.0,2016-10-01,,,577.0,85.0,3,1,2,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10482,12 Tennyson Street,317000.0,2020-07-01,0,,,250.0,2018-05-01,612.0,,3,1,3,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10483,4 Peacock Avenue,455000.0,2020-07-01,0,318000.0,2010-04-01,,,778.0,139.0,0,0,0,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10484,12 Camfield Road,451799.0,2020-07-01,0,302500.0,2016-02-01,,,550.0,139.0,4,1,1,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10485,38 Donnelly Avenue,276000.0,2020-07-01,0,67000.0,1989-04-01,,,646.0,,1,1,2,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10486,1 Tulip Street,410000.0,2020-07-01,0,63000.0,1994-03-01,,,635.0,,0,0,0,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10487,40 Olympic Avenue,371000.0,2020-07-01,0,,,,,566.0,,4,1,2,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10488,2 Maynooth Drive,355000.0,2020-07-01,0,182000.0,2007-09-01,,,628.0,,3,1,2,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10489,58 Rose Avenue,385000.0,2020-07-01,0,221000.0,2016-01-01,,,725.0,92.0,2,1,2,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10490,169 Sparks Road,385000.0,2020-07-01,0,255000.0,2017-02-01,,,604.0,101.0,3,1,2,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10491,4 Akma Court,392500.0,2020-07-01,0,,,,,638.0,,2,1,1,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10492,51 Station Street,385000.0,2020-06-01,0,239000.0,2014-02-01,,,811.0,99.0,3,1,3,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10493,24 Hinton Close,385000.0,2020-06-01,0,250000.0,2013-03-01,,,592.0,116.0,3,1,3,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10494,1/28 Warrawee Avenue,290000.0,2020-06-01,0,230000.0,2019-03-01,,,396.0,,2,1,1,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10495,80 Olympic Avenue,381000.0,2020-06-01,0,130000.0,2015-01-01,,,655.0,121.0,3,1,1,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10496,9 Page Street,420000.0,2020-06-01,0,210000.0,2006-01-01,,,581.0,,3,1,3,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10497,165 Sparks Road,225000.0,2020-06-01,0,62000.0,2001-05-01,,,650.0,,0,0,0,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10498,23 Warrawee Avenue,306000.0,2020-06-16,1,200000.0,2012-05-01,,,634.0,,2,1,1,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10499,15 Lumeah Street,290000.0,2020-06-01,0,198000.0,2011-09-01,,,666.0,,3,1,4,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10500,11 Kalinga Street,372000.0,2020-06-01,0,370000.0,2018-02-01,,,653.0,,3,1,1,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10501,35 Waitara Grove,308000.0,2020-06-01,0,,,,,641.0,,3,1,2,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10502,16 Zinnia Street,330000.0,2020-05-01,0,,,,,758.0,,3,1,2,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10503,26 Donnelly Avenue,408000.0,2020-05-01,0,77500.0,1991-04-01,,,650.0,,1,0,0,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10504,95 Donnybrook Road,425000.0,2020-04-01,0,247000.0,2006-09-01,,,616.0,,4,2,0,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10505,1 Coleman Court,371000.0,2020-04-01,0,203000.0,2008-10-01,,,592.0,,3,1,1,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10506,1/33 Camellia Crescent,239000.0,2020-03-01,0,,,240.0,2016-10-01,243.0,,2,1,1,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10507,3/10 Corrin Court,335000.0,2020-03-01,0,205000.0,2012-06-01,,,219.0,121.0,0,0,0,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10508,45 Eagle Parade,340000.0,2020-03-01,0,216000.0,2015-01-01,,,557.0,123.0,3,1,6,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10509,26B Tallis Street,377000.0,2020-03-01,0,,,,,190.0,,0,0,0,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10510,4 Holdsworth Court,500000.0,2020-03-01,0,76000.0,1995-09-01,,,697.0,,3,2,2,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10511,28 Dunloe Avenue,436000.0,2020-03-01,0,,,,,655.0,,0,0,0,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10512,3/19 Olympic Avenue,255000.0,2020-03-01,0,136000.0,2015-05-01,,,98.0,,0,0,0,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10513,16 Tennyson Street,370000.0,2020-03-01,0,232000.0,2016-02-01,,,613.0,111.0,3,2,1,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10514,113 Princes Highway,380000.0,2020-03-01,0,153000.0,2009-04-01,,,557.0,,3,2,1,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10515,32 Bellbird Avenue,339600.0,2020-03-01,0,210000.0,2013-09-01,,,557.0,112.0,2,1,2,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10516,54 Peacock Avenue,450000.0,2020-03-01,0,155000.0,2003-04-01,,,617.0,,3,2,2,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10517,9 Wirraway Crescent,485000.0,2020-02-01,0,,,,,576.0,,3,2,3,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10518,48 Wendover Avenue,363000.0,2020-02-01,0,130000.0,2000-02-01,,,650.0,,3,1,1,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10519,12 Cortina Close,415000.0,2020-02-01,0,275000.0,2015-02-01,,,545.0,128.0,3,1,4,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10520,76 Bellbird Avenue,480000.0,2020-02-01,0,96000.0,2013-11-01,,,557.0,132.0,0,0,0,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10521,6/16-18 Wirraway Crescent,508000.0,2020-02-01,0,355000.0,2014-01-01,,,324.0,,0,0,0,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10522,18 Barcelona Street,360000.0,2020-02-01,0,215000.0,2009-10-01,,,592.0,,3,1,2,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10523,20 Lowan Avenue,370000.0,2020-02-01,0,170000.0,2010-11-01,,,479.0,150.0,3,1,1,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10524,13 Waitara Grove,395000.0,2020-02-01,0,352500.0,2018-03-01,,,640.0,,3,1,6,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10525,2/16-18 Wirraway Crescent,385000.0,2020-02-01,0,295000.0,2011-11-01,,,279.0,,3,2,2,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10526,15 Moran Place,365000.0,2020-02-01,0,156500.0,2003-07-01,,,312.0,,0,0,0,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10527,86 The Boulevard,345000.0,2020-02-01,0,,,,,639.0,,0,0,0,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10528,3/61 ST GEORGES Road,300000.0,2020-02-01,0,,,225.0,2015-05-01,150.0,,0,0,0,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10529,12 Yooringa Avenue,310000.0,2020-02-01,0,110005.0,2004-11-01,,,674.0,,3,1,1,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10530,1/99 Station Street,315000.0,2020-02-01,0,189000.0,2013-01-01,,,287.0,,3,1,1,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10531,21 Cox Road,285000.0,2020-02-01,0,,,,,569.0,,2,1,2,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10532,19 Eagle Parade,310000.0,2020-02-01,0,185000.0,2011-06-01,,,608.0,93.0,3,1,2,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10533,60 Olympic Avenue,350000.0,2020-01-01,0,180000.0,2014-11-01,,,657.0,,3,1,1,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10534,10 Zinnia Street,350000.0,2020-01-01,0,167000.0,2015-11-01,,,729.0,,3,1,0,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10535,11 Karrin Court,327000.0,2020-01-01,0,248000.0,2016-03-01,,,670.0,670.0,3,1,2,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10536,73 St Georges Road,302000.0,2020-01-01,0,188500.0,2014-06-01,,,516.0,,3,1,1,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10537,3 Tulip Street,397000.0,2020-01-01,0,237500.0,2015-07-01,,,635.0,,3,1,2,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10538,17 Croatia Place,475000.0,2019-12-01,0,432500.0,2018-03-01,,,437.0,,3,2,2,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10539,12 Zinnia Street,360000.0,2019-12-01,0,,,,,729.0,,0,0,0,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10540,4 Denver Street,310000.0,2019-12-01,0,,,,,663.0,,0,0,0,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10541,32A Princes Highway,375000.0,2019-12-01,0,56560.0,2015-11-01,,,265.0,,0,0,0,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10542,4 Falcon Street,392000.0,2019-12-01,0,200000.0,2017-02-01,,,556.0,,0,0,0,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10543,53 Donnelly Avenue,365000.0,2019-12-01,0,251500.0,2016-10-01,,,650.0,82.0,2,1,2,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10544,11 Station Street,477500.0,2019-12-01,0,352000.0,2017-08-01,,,260.0,,4,1,3,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10545,38A Alkira Avenue,330000.0,2019-12-01,0,225000.0,2016-01-01,,,254.0,,2,1,1,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10546,62 Bellbird Avenue,272500.0,2019-12-14,1,,,,,558.0,,0,0,0,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10547,21 Swallow Crescent,295000.0,2019-12-14,1,,,,,558.0,,3,1,1,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10548,5 Pettitt Crescent,408000.0,2019-12-01,0,51500.0,2000-07-01,,,479.0,,2,1,2,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10549,78 Rose Avenue,370000.0,2019-12-01,0,186000.0,2013-05-01,,,726.0,,2,1,2,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10550,13A Tallis Street,380000.0,2019-12-01,0,,,,,725.0,,0,0,0,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10551,4 Bellnore Drive,415000.0,2019-12-10,1,90000.0,2000-08-01,,,689.0,175.0,3,1,0,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10552,166 Sparks Road,350000.0,2019-12-01,0,,,,,689.0,,0,0,0,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10553,3 Kestrel Court,400000.0,2019-12-01,0,366000.0,2018-01-01,,,688.0,,3,2,2,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10554,515 Thompson Road,310000.0,2019-12-07,1,,,,,737.0,,0,0,0,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10555,65 Camellia Crescent,375000.0,2019-12-07,1,,,240.0,2013-10-01,641.0,,2,1,1,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10556,51 Princes Highway,432000.0,2019-12-01,0,137000.0,2009-04-01,,,405.0,,3,2,3,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10557,113 Cox Road,310000.0,2019-12-03,1,,,,,610.0,,0,0,0,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10558,14 Yooringa Avenue,390000.0,2019-12-01,0,150000.0,2006-03-01,,,662.0,,3,1,2,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10559,1B Lowan Avenue,258000.0,2019-12-01,0,,,,,277.0,,0,0,0,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10560,2 Korumburra Close,350000.0,2019-11-01,0,157500.0,2000-02-01,,,592.0,112.0,3,1,2,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10561,587 Thompson Road,370000.0,2019-11-01,0,302000.0,2017-08-01,,,660.0,103.0,3,1,1,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10562,106 The Boulevard,370000.0,2019-11-01,0,176000.0,2013-07-01,,,769.0,,3,1,2,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10563,26D Tallis Street,342000.0,2019-11-01,0,,,,,332.0,,2,1,1,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10564,536 Thompson Road,290000.0,2019-11-01,0,174000.0,2015-02-01,,,604.0,88.0,3,1,1,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10565,3A Wisteria Grove,360000.0,2019-11-01,0,,,,,231.0,,0,0,0,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10566,81 Station Street,367000.0,2019-11-01,0,218000.0,2015-01-01,,,711.0,99.0,3,1,3,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10567,16 Stradbroke Street,393500.0,2019-11-01,0,220000.0,2015-06-01,,,701.0,,3,1,2,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10568,52 Alkira Avenue,255000.0,2019-11-01,0,122000.0,2002-09-01,,,638.0,,3,2,2,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10569,38 Princes Highway,310000.0,2019-11-01,0,,,,,693.0,,2,1,1,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10570,14 Arunga Avenue,350000.0,2019-10-01,0,51000.0,1999-07-01,,,715.0,,3,0,0,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10571,8 Wellwood Avenue,380000.0,2019-10-01,0,291000.0,2017-01-01,,,592.0,114.0,4,1,4,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10572,47 Peacock Avenue,445000.0,2019-10-01,0,310000.0,2016-08-01,,,540.0,133.0,3,2,2,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10573,41 Cox Road,350000.0,2019-10-01,0,80000.0,2010-09-01,,,569.0,,4,1,2,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10574,21 Plume Street,360000.0,2019-10-22,1,50800.0,1988-05-01,,,780.0,,3,1,1,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10575,38 Plume Street,220000.0,2019-10-01,0,151000.0,2015-02-01,,,452.0,75.0,2,1,1,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10576,40 Plume Street,220000.0,2019-10-01,0,151000.0,2015-02-01,,,451.0,77.0,4,1,0,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10577,21 Eagle Parade,340000.0,2019-10-01,0,,,250.0,2019-11-01,609.0,,3,1,3,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10578,49 Bellnore Drive,465000.0,2019-10-01,0,356000.0,2012-07-01,,,742.0,,4,2,6,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10579,1/11 Camellia Crescent,260000.0,2019-10-01,0,,,260.0,2019-09-01,299.0,,0,0,0,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10580,1/108 Princes Highway,260000.0,2019-10-01,0,,,265.0,2019-01-01,276.0,,2,1,1,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10581,3/2 Alkira Avenue,345000.0,2019-10-01,0,,,380.0,2020-06-01,,,3,2,1,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10582,40 Swallow Crescent,290000.0,2019-10-10,1,,,,,792.0,,2,1,0,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10583,A/24 Warrawee Avenue,335000.0,2019-10-01,0,,,,,,,0,0,0,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10584,1/1 Cobargo Court,257000.0,2019-10-01,0,,,,,331.0,,2,1,1,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10585,45 Gerbera Avenue,295000.0,2019-10-01,0,200000.0,2015-06-01,,,613.0,72.0,2,1,0,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10586,5 Nowra Court,350000.0,2019-10-01,0,200000.0,2013-11-01,,,682.0,80.0,3,1,2,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10587,131 Station Street,358800.0,2019-10-01,0,,,,,880.0,,2,1,4,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10588,1/2 Alkira Avenue,353000.0,2019-10-01,0,,,,,,,3,2,2,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10589,33 Yooringa Avenue,235000.0,2019-10-01,0,186000.0,2012-07-01,,,339.0,72.0,2,1,2,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10590,19 Peacock Avenue,395000.0,2019-09-01,0,157500.0,2003-03-01,,,618.0,,3,1,5,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10591,11 Ibis Court,400000.0,2019-09-01,0,177000.0,2010-07-01,,,565.0,79.0,2,1,7,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10592,2/2 Alkira Avenue,335000.0,2019-09-01,0,,,,,,,3,2,2,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10593,52 Rose Avenue,315000.0,2019-09-21,1,50000.0,2000-07-01,,,726.0,,2,1,1,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10594,4 Korumburra Close,435000.0,2019-09-01,0,,,,,592.0,,4,2,2,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10595,13 Swallow Crescent,355000.0,2019-09-01,0,181500.0,2014-09-01,,,557.0,72.0,2,1,2,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10596,4 Swallow Crescent,275000.0,2019-09-01,0,148500.0,2009-10-01,,,557.0,,2,1,2,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10597,8 Maynooth Drive,370000.0,2019-09-01,0,,,320.0,2019-09-01,565.0,,3,1,1,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10598,47 Gerbera Avenue,300000.0,2019-09-01,0,206000.0,2014-06-01,,,613.0,94.0,3,1,0,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10599,35 Donnelly Avenue,375000.0,2019-09-07,1,,,275.0,2019-11-01,646.0,,2,1,2,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10600,3 Warrawee Avenue,330000.0,2019-09-01,0,140000.0,2004-04-01,,,640.0,,3,1,5,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10601,3 Carnation Court,427000.0,2019-08-31,1,,,,,1246.0,,2,1,4,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10602,26 Camellia Crescent,360000.0,2019-08-01,0,145000.0,2005-07-01,,,747.0,,3,1,2,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10603,37 Gardenia Grove,320650.0,2019-08-01,0,203000.0,2012-06-01,,,650.0,,3,1,2,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10604,545 Thompson Road,310000.0,2019-08-01,0,,,,,680.0,,2,1,2,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10605,53 Olympic Avenue,315000.0,2019-08-01,0,,,,,696.0,,3,1,2,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10606,12 Ulladulla Street,305000.0,2019-08-01,0,,,,,642.0,,2,1,2,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10607,1 Wirraway Crescent,496000.0,2019-08-01,0,330000.0,2012-09-01,,,531.0,,3,2,4,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10608,72 Bellbird Avenue,299000.0,2019-08-01,0,181000.0,2014-03-01,,,660.0,,3,1,2,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10609,2/51 Camellia Crescent,281500.0,2019-08-01,0,,,270.0,2016-12-01,112.0,,0,0,0,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10610,29 Dunloe Avenue,415000.0,2019-08-01,0,250000.0,2016-09-01,,,655.0,130.0,4,1,1,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
