,OBJECTID,ACCIDENT_NO,ABS_CODE,ACCIDENT_STATUS,ACCIDENT_DATE,ACCIDENT_TIME,ALCOHOLTIME,ACCIDENT_TYPE,DAY_OF_WEEK,DCA_CODE,HIT_RUN_FLAG,LIGHT_CONDITION,POLICE_ATTEND,ROAD_GEOMETRY,SEVERITY,SPEED_ZONE,RUN_OFFROAD,NODE_ID,LONGITUDE,LATITUDE,NODE_TYPE,LGA_NAME,REGION_NAME,VICGRID_X,VICGRID_Y,TOTAL_PERSONS,INJ_OR_FATAL,FATALITY,SERIOUSINJURY,OTHERINJURY,NONINJURED,MALES,FEMALES,BICYCLIST,PASSENGER,DRIVER,PEDESTRIAN,PILLION,MOTORIST,UNKNOWN,PED_CYCLIST_5_12,PED_CYCLIST_13_18,OLD_PEDESTRIAN,OLD_DRIVER,YOUNG_DRIVER,ALCOHOL_RELATED,UNLICENCSED,NO_OF_VEHICLES,HEAVYVEHICLE,PASSENGERVEHICLE,MOTORCYCLE,PUBLICVEHICLE,DEG_URBAN_NAME,DEG_URBAN_ALL,LGA_NAME_ALL,REGION_NAME_ALL,SRNS,SRNS_ALL,RMA,RMA_ALL,DIVIDED,DIVIDED_ALL,STAT_DIV_NAME
54026,3455770.0,T20170011727,ABS to receive accident,Finished,15/6/2017,17.45.00,No,Collision with vehicle,Thursday,REAR END(VEHICLES IN SAME LANE),No,Unk.,Yes,Cross intersection,Other injury accident,60 km/hr,No,44461.0,144.35238,-38.14952,Intersection,GEELONG,SOUTH WESTERN REGION,2443231.204,2372234.351,2.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,1.0,1.0,0.0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,A,A,Arterial Highway,"Arterial Highway,Local Road",Divided,"Div,Undiv",Country
54089,3455833.0,T20170010491,ABS to receive accident,Finished,29/5/2017,12.00.00,No,Collision with vehicle,Monday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Day,Yes,Cross intersection,Other injury accident,70 km/hr,No,50238.0,144.31146999999999,-38.20073,Intersection,GEELONG,SOUTH WESTERN REGION,2439686.546,2366525.129,4.0,3.0,0.0,0.0,3.0,1.0,1.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,2.0,0.0,0.0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,M,"M,A",Freeway,"Freeway,Arterial Highway",Divided,"Div,Undiv",Country
54095,3455839.0,T20170010872,ABS to receive accident,Finished,3/6/2017,15.20.00,No,Collision with vehicle,Friday,REAR END(VEHICLES IN SAME LANE),No,Day,Yes,Not at intersection,Serious injury accident,60 km/hr,No,318667.0,144.33669,-38.13899,Non-Intersection,GEELONG,SOUTH WESTERN REGION,2441847.836,2373393.6780000003,5.0,2.0,0.0,1.0,1.0,3.0,0.0,3.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,3.0,0.0,3.0,0.0,0.0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,C,C,Arterial Other,Arterial Other,Undivided,Undiv,Country
54173,3455917.0,T20170011786,ABS to receive accident,Finished,8/6/2017,09.30.00,No,Collision with vehicle,Wednesday,REAR END(VEHICLES IN SAME LANE),No,Day,Yes,Multiple intersection,Other injury accident,60 km/hr,No,318615.0,144.2875,-38.218,Non-Intersection,GEELONG,SOUTH WESTERN REGION,2437600.827,2364591.974,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,2.0,0.0,0.0,RURAL_VICTORIA,RURAL_VICTORIA,GEELONG,SOUTH WESTERN REGION,C,C,Arterial Other,Arterial Other,Divided,Div,Country
54199,3455943.0,T20170010938,ABS to receive accident,Finished,4/6/2017,22.00.00,Yes,Collision with a fixed object,Sunday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dark Street lights on,Yes,Not at intersection,Other injury accident,60 km/hr,Yes,318242.0,144.34855,-38.0842,Non-Intersection,GEELONG,SOUTH WESTERN REGION,2442845.554,2379482.606,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,1.0,0.0,1.0,0.0,0.0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,C,C,Arterial Other,Arterial Other,Undivided,Undiv,Country
54214,3455958.0,T20170011371,ABS to receive accident,Finished,10/6/2017,12.00.00,No,Collision with vehicle,Saturday,RIGHT THROUGH,No,Day,Yes,Cross intersection,Other injury accident,60 km/hr,No,49662.0,144.35865,-38.07416,Intersection,GEELONG,SOUTH WESTERN REGION,2443724.312,2380603.2709999997,2.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,2.0,0.0,2.0,0.0,0.0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,C,C,Arterial Other,"Arterial Other,Local Road",Divided,"Div,Undiv",Country
54221,3455965.0,T20170011383,ABS to receive accident,Finished,10/6/2017,13.15.00,No,Struck Pedestrian,Saturday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,No,Day,Yes,Not at intersection,Serious injury accident,60 km/hr,No,319373.0,144.34009,-38.11042,Non-Intersection,GEELONG,SOUTH WESTERN REGION,2442123.9469999997,2376567.337,2.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No,0.0,1.0,0.0,1.0,0.0,0.0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,C,C,Arterial Other,Arterial Other,Undivided,Undiv,Country
54240,3455984.0,T20170010567,ABS to receive accident,Finished,30/5/2017,12.00.00,No,Collision with vehicle,Tuesday,RIGHT THROUGH,Yes,Day,Yes,Multiple intersection,Other injury accident,70 km/hr,No,279137.0,144.31926,-38.10448,Intersection,GEELONG,SOUTH WESTERN REGION,2440292.0330000003,2377213.355,4.0,1.0,0.0,0.0,1.0,3.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,3.0,0.0,3.0,0.0,0.0,RURAL_VICTORIA,RURAL_VICTORIA,GEELONG,SOUTH WESTERN REGION,M,"M,A",Freeway,"Freeway,Arterial Highway",Divided,"Div,Undiv",Country
54282,3456026.0,T20170010184,ABS to receive accident,Finished,24/5/2017,04.15.00,Yes,Collision with a fixed object,Tuesday,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,No,Dark Street lights on,Yes,Not at intersection,Serious injury accident,70 km/hr,Yes,320096.0,144.35463000000001,-38.11271,Intersection,GEELONG,SOUTH WESTERN REGION,2443400.9069999997,2376321.497,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,1.0,0.0,1.0,0.0,0.0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,A,"A,C",Arterial Highway,"Arterial Highway,Arterial Other",Divided,Div,Country
54359,3456103.0,T20170011024,ABS to receive accident,Finished,6/6/2017,08.10.00,No,Collision with vehicle,Tuesday,REAR END(VEHICLES IN SAME LANE),No,Day,Yes,Not at intersection,Other injury accident,70 km/hr,No,318217.0,144.35191,-38.176159999999996,Non-Intersection,GEELONG,SOUTH WESTERN REGION,2443210.602,2369276.8140000002,3.0,1.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,3.0,0.0,3.0,0.0,0.0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,A,A,Arterial Highway,Arterial Highway,Divided,Div,Country
54393,3456137.0,T20170010252,ABS to receive accident,Finished,26/5/2017,09.30.00,No,Collision with vehicle,Friday,REAR END(VEHICLES IN SAME LANE),No,Day,Yes,Not at intersection,Other injury accident,70 km/hr,No,317779.0,144.34194,-38.19811,Non-Intersection,GEELONG,SOUTH WESTERN REGION,2442353.306,2366834.384,4.0,1.0,0.0,0.0,1.0,3.0,1.0,3.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,3.0,0.0,3.0,0.0,0.0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,B,B,Arterial Highway,Arterial Highway,Divided,Div,Country
54421,3456165.0,T20170011479,ABS to receive accident,Finished,11/6/2017,18.45.00,Yes,Collision with vehicle,Sunday,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD,Yes,Dark Street lights on,Yes,T intersection,Other injury accident,60 km/hr,No,72412.0,144.3181,-38.1741,Intersection,GEELONG,SOUTH WESTERN REGION,2440245.5919999997,2369484.9480000003,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,4.0,0.0,4.0,0.0,0.0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,C,C,Arterial Other,"Arterial Other,Local Road",Undivided,Undiv,Country
54449,3456193.0,T20170010661,ABS to receive accident,Finished,31/5/2017,17.40.00,No,Collision with vehicle,Tuesday,RIGHT FAR (INTERSECTIONS ONLY),No,Dark Street lights on,Yes,Cross intersection,Other injury accident,60 km/hr,No,318310.0,144.33126000000001,-38.168409999999994,Intersection,GEELONG,SOUTH WESTERN REGION,2441394.535,2370124.647,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,2.0,0.0,0.0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,C,C,Arterial Other,"Arterial Other,Local Road",Divided,"Div,Undiv",Country
54496,3456240.0,T20170010293,ABS to receive accident,Finished,26/5/2017,12.20.00,No,Collision with vehicle,Thursday,U TURN,No,Day,Yes,T intersection,Other injury accident,80 km/hr,No,30007.0,144.40469,-38.16189,Intersection,GEELONG,SOUTH WESTERN REGION,2447825.494,2370891.273,4.0,2.0,0.0,0.0,2.0,2.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,No,0.0,4.0,0.0,4.0,0.0,0.0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,C,C,Arterial Other,"Arterial Other,Local Road",Divided,"Div,Undiv",Country
54501,3456245.0,T20170010679,ABS to receive accident,Finished,31/5/2017,22.00.00,Yes,Collision with vehicle,Wednesday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Dark No street lights,Yes,Cross intersection,Serious injury accident,100 km/hr,No,15453.0,144.42456,-38.259409999999995,Intersection,GEELONG,SOUTH WESTERN REGION,2449632.094,2360076.855,3.0,3.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,2.0,0.0,2.0,0.0,0.0,RURAL_VICTORIA,RURAL_VICTORIA,GEELONG,SOUTH WESTERN REGION,C,C,Arterial Other,"Arterial Other,Local Road",Undivided,Undiv,Country
54537,3456281.0,T20170010297,ABS to receive accident,Finished,26/5/2017,15.40.00,No,Collision with vehicle,Friday,REAR END(VEHICLES IN SAME LANE),No,Day,Yes,Not at intersection,Serious injury accident,80 km/hr,No,317776.0,144.42265,-38.16718,Non-Intersection,GEELONG,SOUTH WESTERN REGION,2449402.55,2370313.328,2.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,2.0,0.0,0.0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,C,C,Arterial Other,Arterial Other,Divided,Div,Country
54555,3456299.0,T20170010703,ABS to receive accident,Finished,1/6/2017,10.30.00,No,Collision with vehicle,Thursday,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD,No,Day,Yes,Not at intersection,Other injury accident,60 km/hr,No,318045.0,144.37046999999998,-38.179429999999996,Non-Intersection,GEELONG,SOUTH WESTERN REGION,2444838.951,2368925.225,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,No,0.0,2.0,0.0,1.0,0.0,0.0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,C,C,Arterial Other,Arterial Other,Undivided,Undiv,Country
54575,3456319.0,T20170011145,ABS to receive accident,Finished,7/6/2017,13.20.00,No,Collision with vehicle,Wednesday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Day,Yes,Cross intersection,Serious injury accident,70 km/hr,No,50235.0,144.36258,-38.19793,Intersection,GEELONG,SOUTH WESTERN REGION,2444161.075,2366866.995,5.0,5.0,0.0,3.0,2.0,0.0,5.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,3.0,0.0,3.0,0.0,0.0,LARGE_PROVINCIAL_CITIES,"RURAL_VICTORIA,LARGE_PROVINCIAL_CITIES",GEELONG,SOUTH WESTERN REGION,C,C,Arterial Other,"Arterial Other,Local Road",Undivided,Undiv,Country
54603,3456347.0,T20170010717,ABS to receive accident,Finished,1/6/2017,14.30.00,No,Collision with vehicle,Thursday,ENTERING PARKING,No,Day,Yes,Not at intersection,Serious injury accident,40 km/hr,No,318058.0,144.65237,-38.11495,Non-Intersection,GEELONG,SOUTH WESTERN REGION,2469513.4930000002,2376209.349,2.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,1.0,0.0,0.0,TOWNS,TOWNS,GEELONG,SOUTH WESTERN REGION,C,C,Arterial Other,Arterial Other,Divided,Div,Country
54616,3456360.0,T20170011151,ABS to receive accident,Finished,7/6/2017,14.45.00,No,Collision with vehicle,Tuesday,RIGHT REAR.,No,Day,Yes,T intersection,Serious injury accident,60 km/hr,No,318201.0,144.34523000000002,-38.101290000000006,Non-Intersection,GEELONG,SOUTH WESTERN REGION,2442567.328,2377583.505,3.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,2.0,0.0,0.0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,C,C,Arterial Other,Arterial Other,Undivided,Undiv,Country
54675,3456419.0,T20170011189,ABS to receive accident,Finished,7/6/2017,15.40.00,No,Collision with vehicle,Tuesday,RIGHT NEAR (INTERSECTIONS ONLY),Yes,Day,Yes,T intersection,Other injury accident,70 km/hr,No,35379.0,144.35253,-38.17407,Intersection,GEELONG,SOUTH WESTERN REGION,2443263.11,2369509.789,2.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,2.0,0.0,0.0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,A,A,Arterial Highway,"Arterial Highway,Local Road",Divided,"Div,Undiv",Country
54683,3456427.0,T20170011617,ABS to receive accident,Finished,14/6/2017,08.50.00,No,Collision with vehicle,Tuesday,LANE CHANGE LEFT (NOT OVERTAKING),No,Day,Yes,T intersection,Serious injury accident,60 km/hr,No,49713.0,144.34743,-38.09004,Intersection,GEELONG,SOUTH WESTERN REGION,2442751.749,2378833.974,2.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,2.0,0.0,1.0,1.0,0.0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,C,C,Arterial Other,"Arterial Other,Local Road",Undivided,Undiv,Country
54722,3456466.0,T20170011204,ABS to receive accident,Finished,8/6/2017,06.30.00,No,Collision with vehicle,Wednesday,LEFT NEAR (INTERSECTIONS ONLY),No,Dark Street lights on,Yes,T intersection,Other injury accident,70 km/hr,No,46322.0,144.3063,-38.202290000000005,Intersection,GEELONG,SOUTH WESTERN REGION,2439234.555,2366348.3540000003,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,1.0,0.0,0.0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,A,A,Arterial Highway,"Arterial Highway,Local Road",Divided,"Div,Undiv",Country
54880,3456624.0,T20170010085,ABS to receive accident,Finished,23/5/2017,13.45.00,No,Collision with vehicle,Tuesday,REAR END(VEHICLES IN SAME LANE),No,Day,Yes,T intersection,Other injury accident,70 km/hr,No,317172.0,144.35346,-38.11951,Intersection,GEELONG,SOUTH WESTERN REGION,2443303.72,2375566.617,2.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,2.0,0.0,0.0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,A,A,Arterial Highway,"Arterial Highway,Local Road",Divided,"Div,Undiv",Country
54882,3456626.0,T20170010088,ABS to receive accident,Finished,12/5/2017,13.50.00,No,Collision with vehicle,Thursday,REAR END(VEHICLES IN SAME LANE),No,Day,No,Cross intersection,Serious injury accident,60 km/hr,No,50178.0,144.35396,-38.1808,Intersection,GEELONG,SOUTH WESTERN REGION,2443393.1319999998,2368762.984,4.0,2.0,0.0,1.0,1.0,2.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,2.0,0.0,0.0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,C,C,Arterial Other,Arterial Other,Divided,"Div,Undiv",Country
54985,3456729.0,T20170010138,ABS to receive accident,Finished,3/1/2017,11.00.00,No,Collision with vehicle,Tuesday,REAR END(VEHICLES IN SAME LANE),No,Unk.,No,Cross intersection,Other injury accident,70 km/hr,No,50238.0,144.31146999999999,-38.20073,Intersection,GEELONG,SOUTH WESTERN REGION,2439686.546,2366525.129,3.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,No,0.0,2.0,0.0,2.0,0.0,0.0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,M,"M,A",Freeway,"Freeway,Arterial Highway",Divided,"Div,Undiv",Country
54997,3456741.0,T20170008900,ABS to receive accident,Finished,5/5/2017,14.45.00,No,Collision with vehicle,Friday,REAR END(VEHICLES IN SAME LANE),No,Day,Yes,T intersection,Serious injury accident,70 km/hr,No,317172.0,144.35346,-38.11951,Intersection,GEELONG,SOUTH WESTERN REGION,2443303.72,2375566.617,3.0,3.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,2.0,0.0,2.0,0.0,0.0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,A,A,Arterial Highway,"Arterial Highway,Local Road",Divided,"Div,Undiv",Country
55032,3456776.0,T20170010148,ABS to receive accident,Finished,23/5/2017,15.35.00,No,Struck Pedestrian,Tuesday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,No,Day,Yes,Not at intersection,Other injury accident,40 km/hr,No,317697.0,144.39498,-38.03052,Non-Intersection,GEELONG,SOUTH WESTERN REGION,2446881.651,2385467.745,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,No,0.0,1.0,0.0,1.0,0.0,0.0,SMALL_CITIES,SMALL_CITIES,GEELONG,SOUTH WESTERN REGION,C,C,Arterial Other,Arterial Other,Undivided,Undiv,Country
55061,3456805.0,T20170009339,ABS to receive accident,Finished,16/3/2017,05.15.00,Yes,Collision with a fixed object,Thursday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dark No street lights,No,Not at intersection,Other injury accident,100 km/hr,Yes,317338.0,144.49213,-38.19988,Non-Intersection,GEELONG,SOUTH WESTERN REGION,2455510.985,2366718.277,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,1.0,0.0,1.0,0.0,0.0,RURAL_VICTORIA,RURAL_VICTORIA,GEELONG,SOUTH WESTERN REGION,B,B,Arterial Highway,Arterial Highway,Divided,Div,Country
55062,3456806.0,T20170009342,ABS to receive accident,Finished,12/5/2017,10.10.00,No,Collision with vehicle,Thursday,RIGHT NEAR (INTERSECTIONS ONLY),No,Day,Yes,T intersection,Serious injury accident,60 km/hr,No,50240.0,144.32676,-38.2012,Intersection,GEELONG,SOUTH WESTERN REGION,2441026.317,2366482.4930000002,2.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,No,0.0,2.0,0.0,2.0,0.0,0.0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,C,C,Arterial Other,"Arterial Other,Local Road",Divided,"Div,Undiv",Country
55080,3456824.0,T20170009789,ABS to receive accident,Finished,3/4/2017,09.10.00,No,Collision with vehicle,Monday,LEAVING PARKING,No,Day,No,Not at intersection,Other injury accident,60 km/hr,No,317502.0,144.33788,-38.132870000000004,Non-Intersection,GEELONG,SOUTH WESTERN REGION,2441947.247,2374073.76,3.0,1.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,2.0,0.0,2.0,0.0,0.0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,C,C,Arterial Other,Arterial Other,Undivided,Undiv,Country
55119,3456863.0,T20170009377,ABS to receive accident,Finished,12/5/2017,18.05.00,Yes,Collision with vehicle,Friday,REAR END(VEHICLES IN SAME LANE),No,Dark Street lights on,Yes,T intersection,Other injury accident,80 km/hr,No,245107.0,144.45103,-38.18587,Intersection,GEELONG,SOUTH WESTERN REGION,2451901.8230000003,2368253.142,5.0,1.0,0.0,0.0,1.0,4.0,4.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,2.0,0.0,0.0,TOWNS,TOWNS,GEELONG,SOUTH WESTERN REGION,B,B,Arterial Highway,"Arterial Highway,Local Road",Divided,"Div,Undiv",Country
55173,3456917.0,T20170009397,ABS to receive accident,Finished,13/5/2017,00.35.00,Yes,Collision with a fixed object,Friday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dark Street lights on,Yes,Not at intersection,Serious injury accident,60 km/hr,Yes,318469.0,144.37429,-38.153490000000005,Non-Intersection,GEELONG,SOUTH WESTERN REGION,2445154.8340000003,2371806.766,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,1.0,0.0,1.0,0.0,0.0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,C,C,Arterial Other,Arterial Other,Divided,Div,Country
55184,3456928.0,T20170009846,ABS to receive accident,Finished,20/5/2017,05.35.00,Yes,Collision with a fixed object,Saturday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dark Street lights on,Yes,Not at intersection,Other injury accident,80 km/hr,Yes,319317.0,144.40316,-38.16151,Non-Intersection,GEELONG,SOUTH WESTERN REGION,2447690.873,2370932.669,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,0.0,1.0,0.0,1.0,0.0,0.0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,C,C,Arterial Other,Arterial Other,Divided,Div,Country
55187,3456931.0,T20170009852,ABS to receive accident,Finished,20/5/2017,09.45.00,No,Collision with vehicle,Saturday,REAR END(VEHICLES IN SAME LANE),No,Day,Yes,Not at intersection,Other injury accident,70 km/hr,No,320812.0,144.47201,-38.19109,Non-Intersection,GEELONG,SOUTH WESTERN REGION,2453743.139,2367684.1659999997,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,0.0,2.0,0.0,2.0,0.0,0.0,TOWNS,TOWNS,GEELONG,SOUTH WESTERN REGION,B,B,Arterial Highway,Arterial Highway,Divided,Div,Country
55200,3456944.0,T20170008624,ABS to receive accident,Finished,1/5/2017,20.30.00,Yes,Collision with vehicle,Monday,OTHER SAME DIRECTION-MANOUEVRES NOT INCLUDED IN DCAs 130-137,No,Dark Street lights on,Yes,Not at intersection,Serious injury accident,70 km/hr,No,316877.0,144.35343,-38.10712,Non-Intersection,GEELONG,SOUTH WESTERN REGION,2443291.586,2376941.335,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,No,0.0,2.0,0.0,2.0,0.0,0.0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,A,A,Arterial Highway,Arterial Highway,Divided,Div,Country
